City/Town,Ward,Pct,"Thomas Depoy","Joanne Slattery",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican,Democratic
"Rutland City",,,924,531,3,0,"1,458"
TOTALS,,,924,531,3,0,"1,458"
