City/Town,Ward,Pct,"Frederick A. Maslack","J. Justin Woods","Henry Sonny Panoushek",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican,Democratic,Republican
Poultney,,,662,456,428,1,0,"1,547"
TOTALS,,,662,456,428,1,0,"1,547"
