City/Town,Ward,Pct,"Bill Lippert","Rob Bast",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Independent
Hinesburg,,,"1,237",908,7,0,"2,152"
TOTALS,,,"1,237",908,7,0,"2,152"
