City/Town,Ward,Pct,"Doran D. Metzger","Kevin J. Endres","Brenda Turner Steady",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican,Republican,Democratic
Milton,,,"2,622","2,276","1,014",17,0,"5,929"
TOTALS,,,"2,622","2,276","1,014",17,0,"5,929"
