City/Town,Ward,Pct,"Thomas F. Koch","Henry L. Gray","Charles Castle","George Clain",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican,Republican,Democratic,Democratic
"Barre Town",,,"2,372","2,232","1,482","1,276",17,0,"7,379"
TOTALS,,,"2,372","2,232","1,482","1,276",17,0,"7,379"
