City/Town,Ward,Pct,"Ann Pugh","Bernie Tolmie","C. Lynn Fife",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Republican,Libertarian
"S. Burlington",,,"1,375",978,88,4,0,"2,445"
TOTALS,,,"1,375",978,88,4,0,"2,445"
