City/Town,Ward,Pct,"Kevin J. Mullin",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican
"Rutland Town",,,"2,013",21,0,"2,034"
TOTALS,,,"2,013",21,0,"2,034"
