City/Town,Ward,Pct,"David T. Clark","Donald Bostic",Write-Ins,Blanks,"Total Votes Cast"
,,,Republican,Republican
"St. Johnsbury",,,"2,306","1,995",110,0,"4,411"
TOTALS,,,"2,306","1,995",110,0,"4,411"
