City/Town,Ward,Pct,"Maureen P. Dakin","Henry G. Schaefer","Bill Stafford","Tom O'Brien",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Republican,Republican,Democratic
Colchester,,,"1,371","1,331","1,142",795,22,0,"4,661"
TOTALS,,,"1,371","1,331","1,142",795,22,0,"4,661"
