City/Town,Ward,Pct,"Albert Audette","Sandra Sissel","Thomas K. Stout",Write-Ins,Blanks,"Total Votes Cast"
,,,Democratic,Republican,Independent
"S. Burlington",,,"1,013",647,269,3,0,"1,932"
TOTALS,,,"1,013",647,269,3,0,"1,932"
