City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,"Total Votes Cast"
,,
Benson,,,-,2,16,18
Orwell,,,-,6,23,29
Shoreham,,,-,6,76,82
Whiting,,,-,2,14,16
TOTALS,,,-,16,129,145
