City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,"Total Votes Cast"
,,
Chelsea,-,"Orange 1",-,0,2,0
Randolph,-,Orange-Washington-Addison,-,0,2,0
Thetford,-,"Windsor-Orange 2",-,0,3,0
TOTALS,,,-,0,7,7
