City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,"Total Votes Cast"
,,
Cabot,,,-,0,25,25
Danville,,,-,8,97,105
Peacham,,,-,1,28,29
TOTALS,,,-,9,150,159
