City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,"Total Votes Cast"
,,
Brookfield,-,Orange-Washington-Addison,-,0,1,0
Randolph,-,Orange-Washington-Addison,-,1,1,0
Strafford,-,"Windsor-Orange 2",-,0,1,0
Thetford,-,"Windsor-Orange 2",-,1,1,0
Vershire,-,"Orange 1",-,0,1,0
Washington,-,"Orange 1",-,0,4,0
Williamstown,-,"Orange 1",-,0,1,0
TOTALS,,,-,2,10,12
