City/Town,Ward,Pct,"Timothy R. Corcoran","Rachael Fields","Jackie Kelly",Write-Ins,Blanks,"Total Votes Cast"
,,,,,
Bennington,,,812,340,222,25,567,"1,966"
TOTALS,,,812,340,222,25,567,"1,966"
