City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,"Total Votes Cast"
,,
Dummerston,,,-,0,14,14
Putney,,,-,0,4,4
Westminster,,,-,0,14,14
TOTALS,,,-,0,32,32
