City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,"Total Votes Cast"
,,
Braintree,,,-,8,62,70
Brookfield,,,-,11,59,70
Granville,,,-,2,14,16
Randolph,,,-,48,214,262
Roxbury,,,-,1,67,68
TOTALS,,,-,70,416,486
