City/Town,Ward,Pct,"Amy Sheldon","Betty A. Nuovo","Donna Donahue",Write-Ins,Blanks,"Total Votes Cast"
,,,,,
Middlebury,,,460,378,324,3,181,"1,346"
TOTALS,,,460,378,324,3,181,"1,346"
