City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,"Total Votes Cast"
,,
Dover,,,-,0,23,23
Readsboro,,,-,1,11,12
Searsburg,,,-,1,6,7
Stamford,,,-,0,3,3
Wardsboro,,,-,4,2,6
TOTALS,,,-,6,45,51
