City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,"Total Votes Cast"
,,
Colchester,-,"Chittenden 9-1",-,0,1,1
Colchester,-,"Chittenden 9-2",-,0,0,0
"Grand Isle",-,"Grand Isle-Chittenden",-,2,1,0
"Isle La Motte",-,"Grand Isle-Chittenden",-,0,1,0
"N. Hero",-,"Grand Isle-Chittenden",-,1,0,0
"S. Hero",-,"Grand Isle-Chittenden",-,0,1,0
TOTALS,,,-,3,4,7
