City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,"Total Votes Cast"
,,
Granville,,,-,0,2,2
Randolph,,,-,0,4,4
Roxbury,,,-,0,2,2
TOTALS,,,-,0,8,8
