City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,"Total Votes Cast"
,,
Alburgh,,,-,0,4,4
"Grand Isle",,,-,0,10,10
"N. Hero",,,-,2,10,12
TOTALS,,,-,2,24,26
