City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,"Total Votes Cast"
,,
Eden,-,Orleans-Lamoille,-,0,1,0
"Hyde Park",-,"Lamoille 2",-,1,0,0
Johnson,-,"Lamoille 2",-,0,2,0
TOTALS,,,-,1,3,4
