City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,"Total Votes Cast"
,,
Jamaica,,,-,15,44,59
Londonderry,,,-,14,23,37
Stratton,,,-,0,7,7
Weston,,,-,9,14,23
Winhall,,,-,4,5,9
TOTALS,,,-,42,93,135
