City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,"Total Votes Cast"
,,
Bennington,-,"Bennington 2-1",-,2,2,4
Bennington,-,"Bennington 2-2",-,1,7,8
Dorset,-,Bennington-Rutland,-,0,2,0
Peru,-,Bennington-Rutland,-,0,2,0
Pownal,-,"Bennington 1",-,1,3,0
Rupert,-,Rutland-Bennington,-,0,2,0
Sandgate,-,"Bennington 4",-,0,2,0
Shaftsbury,-,"Bennington 3",-,0,2,0
Wilmington,-,"Windham 6",-,0,1,0
TOTALS,,,-,4,23,27
