City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,"Total Votes Cast"
,,
Groton,,,-,3,61,64
Newbury,,,-,3,49,52
Topsham,,,-,1,22,23
TOTALS,,,-,7,132,139
