City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,"Total Votes Cast"
,,
Danville,-,Caledonia-Washington,-,0,2,0
Newark,-,Essex-Caledonia-Orleans,-,0,2,0
Newbury,-,Orange-Caledonia,-,0,4,0
Peacham,-,Caledonia-Washington,-,0,6,0
"St. Johnsbury",-,"Caledonia 3",-,2,0,0
Waterford,-,"Caledonia 1",-,0,2,0
Wheelock,-,Orleans-Caledonia,-,0,4,0
TOTALS,,,-,2,20,22
