City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,"Total Votes Cast"
,,
Ludlow,,,-,145,0,145
"Mount Holly",,,-,24,0,24
Plymouth,,,-,18,0,18
TOTALS,,,-,187,0,187
