City/Town,Ward,Pct,"Thomas F. Koch","Francis McFaun","Ruth A. Finn","George L. Lowe","Winston Churchill",Write-Ins,Blanks,"Total Votes Cast"
,,,,,,,
"Barre Town",,,428,412,270,231,126,6,0,"1,473"
TOTALS,,,428,412,270,231,126,6,0,"1,473"
