City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,"Total Votes Cast"
,,
Benson,,,-,4,0,4
Orwell,,,-,23,0,23
Shoreham,,,-,11,0,11
Whiting,,,-,5,0,5
TOTALS,,,-,43,0,43
