City/Town,Ward,Pct,"Joseph L. Krawczyk, Jr",Write-Ins,Blanks,"Total Votes Cast"
,,,
Bennington,-,"Benn Fire Dept",61,21,0,82
Bennington,-,"N Benn Fire Dept",7,3,0,10
TOTALS,,,68,24,0,92
