City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,"Total Votes Cast"
,,
Brighton,,,-,19,0,19
Newark,,,-,2,0,2
Norton,,,-,5,0,5
Westmore,,,-,2,0,2
TOTALS,,,-,28,0,28
