City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,"Total Votes Cast"
,,
Norwich,,,-,6,0,6
Sharon,,,-,6,0,6
Strafford,,,-,4,0,4
Thetford,,,-,4,0,4
TOTALS,,,-,20,0,20
