City/Town,Ward,Pct,"Francis K. Brooks","Warren F. Kitzmiller",Write-Ins,Blanks,"Total Votes Cast"
,,,,
Montpelier,,,628,619,4,0,"1,251"
TOTALS,,,628,619,4,0,"1,251"
