City/Town,Ward,Pct,"Timothy R. Corcoran, II",Write-Ins,Blanks,"Total Votes Cast"
,,,
Bennington,-,"Benn Fire Dept",122,18,0,140
Bennington,-,"N Benn Fire Dept",52,4,0,56
TOTALS,,,174,22,0,196
