City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,"Total Votes Cast"
,,
Colchester,-,"High Sch",-,11,0,11
Colchester,-,"Union Mem School",-,0,0,0
"Grand Isle",,,-,11,0,11
"Isle La Motte",,,-,2,0,2
"N. Hero",,,-,7,0,7
"S. Hero",,,-,11,0,11
TOTALS,,,-,42,0,42
