City/Town,Ward,Pct,"Preston J. Bristow, Jr",Write-Ins,Blanks,"Total Votes Cast"
,,,
Reading,,,19,0,0,19
Woodstock,,,105,2,0,107
TOTALS,,,124,2,0,126
