"","Year","Office","Election Type","District","City/Town","Precinct","Candidate","Party","Votes"
"68044","2010","Auditor","General","","Addison","","Thomas M. Salmon","Republican","423"
"68045","2010","Auditor","General","","Albany","","Thomas M. Salmon","Republican","219"
"68046","2010","Auditor","General","","Alburgh","","Thomas M. Salmon","Republican","424"
"68047","2010","Auditor","General","","Andover","","Thomas M. Salmon","Republican","123"
"68048","2010","Auditor","General","","Arlington","","Thomas M. Salmon","Republican","477"
"68049","2010","Auditor","General","","Athens","","Thomas M. Salmon","Republican","63"
"68050","2010","Auditor","General","","Bakersfield","","Thomas M. Salmon","Republican","309"
"68051","2010","Auditor","General","","Baltimore","","Thomas M. Salmon","Republican","50"
"68052","2010","Auditor","General","","Barnard","","Thomas M. Salmon","Republican","229"
"68053","2010","Auditor","General","","Barnet","","Thomas M. Salmon","Republican","453"
"68054","2010","Auditor","General","","Barre City","Washington 3-1","Thomas M. Salmon","Republican","772"
"68055","2010","Auditor","General","","Barre City","Washington 3-2","Thomas M. Salmon","Republican","611"
"68056","2010","Auditor","General","","Barre City","Washington 3-3","Thomas M. Salmon","Republican","121"
"68057","2010","Auditor","General","","Barre Town","","Thomas M. Salmon","Republican","2,236"
"68058","2010","Auditor","General","","Barton","","Thomas M. Salmon","Republican","541"
"68059","2010","Auditor","General","","Belvidere","","Thomas M. Salmon","Republican","77"
"68060","2010","Auditor","General","","Bennington","Bennington 2-1","Thomas M. Salmon","Republican","1,067"
"68061","2010","Auditor","General","","Bennington","Bennington 2-2","Thomas M. Salmon","Republican","1,022"
"68062","2010","Auditor","General","","Benson","","Thomas M. Salmon","Republican","212"
"68063","2010","Auditor","General","","Berkshire","","Thomas M. Salmon","Republican","276"
"68064","2010","Auditor","General","","Berlin","","Thomas M. Salmon","Republican","622"
"68065","2010","Auditor","General","","Bethel","","Thomas M. Salmon","Republican","390"
"68066","2010","Auditor","General","","Bloomfield","","Thomas M. Salmon","Republican","41"
"68067","2010","Auditor","General","","Bolton","","Thomas M. Salmon","Republican","246"
"68068","2010","Auditor","General","","Bradford","","Thomas M. Salmon","Republican","501"
"68069","2010","Auditor","General","","Braintree","","Thomas M. Salmon","Republican","268"
"68070","2010","Auditor","General","","Brandon","","Thomas M. Salmon","Republican","751"
"68071","2010","Auditor","General","","Brattleboro","Windham 3-1","Thomas M. Salmon","Republican","659"
"68072","2010","Auditor","General","","Brattleboro","Windham 3-2","Thomas M. Salmon","Republican","385"
"68073","2010","Auditor","General","","Brattleboro","Windham 3-3","Thomas M. Salmon","Republican","312"
"68074","2010","Auditor","General","","Bridgewater","","Thomas M. Salmon","Republican","215"
"68075","2010","Auditor","General","","Bridport","","Thomas M. Salmon","Republican","351"
"68076","2010","Auditor","General","","Brighton","","Thomas M. Salmon","Republican","299"
"68077","2010","Auditor","General","","Bristol","","Thomas M. Salmon","Republican","774"
"68078","2010","Auditor","General","","Brookfield","","Thomas M. Salmon","Republican","268"
"68079","2010","Auditor","General","","Brookline","","Thomas M. Salmon","Republican","88"
"68080","2010","Auditor","General","","Brownington","","Thomas M. Salmon","Republican","193"
"68081","2010","Auditor","General","","Brunswick","","Thomas M. Salmon","Republican","30"
"68082","2010","Auditor","General","","Burke","","Thomas M. Salmon","Republican","385"
"68083","2010","Auditor","General","","Burlington","Chittenden 3-1","Thomas M. Salmon","Republican","1,359"
"68084","2010","Auditor","General","","Burlington","Chittenden 3-2","Thomas M. Salmon","Republican","658"
"68085","2010","Auditor","General","","Burlington","Chittenden 3-3","Thomas M. Salmon","Republican","416"
"68086","2010","Auditor","General","","Burlington","Chittenden 3-4","Thomas M. Salmon","Republican","343"
"68087","2010","Auditor","General","","Burlington","Chittenden 3-5","Thomas M. Salmon","Republican","914"
"68088","2010","Auditor","General","","Burlington","Chittenden 3-6","Thomas M. Salmon","Republican","95"
"68089","2010","Auditor","General","","Cabot","","Thomas M. Salmon","Republican","277"
"68090","2010","Auditor","General","","Calais","","Thomas M. Salmon","Republican","311"
"68091","2010","Auditor","General","","Cambridge","","Thomas M. Salmon","Republican","737"
"68092","2010","Auditor","General","","Canaan","","Thomas M. Salmon","Republican","188"
"68093","2010","Auditor","General","","Castleton","","Thomas M. Salmon","Republican","761"
"68094","2010","Auditor","General","","Cavendish","","Thomas M. Salmon","Republican","298"
"68095","2010","Auditor","General","","Charleston","","Thomas M. Salmon","Republican","216"
"68096","2010","Auditor","General","","Charlotte","","Thomas M. Salmon","Republican","870"
"68097","2010","Auditor","General","","Chelsea","","Thomas M. Salmon","Republican","334"
"68098","2010","Auditor","General","","Chester","","Thomas M. Salmon","Republican","596"
"68099","2010","Auditor","General","","Chittenden","","Thomas M. Salmon","Republican","315"
