"","Year","Office","Election Type","District","City/Town","Precinct","Candidate","Party","Votes"
"16817","2002","Auditor","General","","Addison","","Elizabeth M. Ready","Democratic","235"
"16818","2002","Auditor","General","","Albany","","Elizabeth M. Ready","Democratic","170"
"16819","2002","Auditor","General","","Alburgh","","Elizabeth M. Ready","Democratic","347"
"16820","2002","Auditor","General","","Andover","","Elizabeth M. Ready","Democratic","83"
"16821","2002","Auditor","General","","Arlington","","Elizabeth M. Ready","Democratic","414"
"16822","2002","Auditor","General","","Athens","","Elizabeth M. Ready","Democratic","46"
"16823","2002","Auditor","General","","Bakersfield","","Elizabeth M. Ready","Democratic","253"
"16824","2002","Auditor","General","","Baltimore","","Elizabeth M. Ready","Democratic","32"
"16825","2002","Auditor","General","","Barnard","","Elizabeth M. Ready","Democratic","199"
"16826","2002","Auditor","General","","Barnet","","Elizabeth M. Ready","Democratic","265"
"16827","2002","Auditor","General","","Barre City","Washington 3-1","Elizabeth M. Ready","Democratic","647"
"16828","2002","Auditor","General","","Barre City","Washington 3-2","Elizabeth M. Ready","Democratic","523"
"16829","2002","Auditor","General","","Barre City","Washington 3-3","Elizabeth M. Ready","Democratic","97"
"16830","2002","Auditor","General","","Barre Town","","Elizabeth M. Ready","Democratic","1,177"
"16831","2002","Auditor","General","","Barton","Barton Memorial","Elizabeth M. Ready","Democratic","257"
"16832","2002","Auditor","General","","Barton","Orleans Memorial","Elizabeth M. Ready","Democratic","163"
"16833","2002","Auditor","General","","Belvidere","","Elizabeth M. Ready","Democratic","41"
"16834","2002","Auditor","General","","Bennington","Bennington 2-1","Elizabeth M. Ready","Democratic","995"
"16835","2002","Auditor","General","","Bennington","Bennington 2-1 Nb","Elizabeth M. Ready","Democratic","270"
"16836","2002","Auditor","General","","Bennington","Bennington 2-2","Elizabeth M. Ready","Democratic","1,274"
"16837","2002","Auditor","General","","Bennington","Bennington 5","Elizabeth M. Ready","Democratic","18"
"16838","2002","Auditor","General","","Benson","","Elizabeth M. Ready","Democratic","134"
"16839","2002","Auditor","General","","Berkshire","","Elizabeth M. Ready","Democratic","231"
"16840","2002","Auditor","General","","Berlin","","Elizabeth M. Ready","Democratic","422"
"16841","2002","Auditor","General","","Bethel","","Elizabeth M. Ready","Democratic","334"
"16842","2002","Auditor","General","","Bloomfield","","Elizabeth M. Ready","Democratic","23"
"16843","2002","Auditor","General","","Bolton","","Elizabeth M. Ready","Democratic","219"
"16844","2002","Auditor","General","","Bradford","","Elizabeth M. Ready","Democratic","360"
"16845","2002","Auditor","General","","Braintree","","Elizabeth M. Ready","Democratic","201"
"16846","2002","Auditor","General","","Brandon","","Elizabeth M. Ready","Democratic","764"
"16847","2002","Auditor","General","","Brattleboro","Windham 3-1","Elizabeth M. Ready","Democratic","971"
"16848","2002","Auditor","General","","Brattleboro","Windham 3-2","Elizabeth M. Ready","Democratic","892"
"16849","2002","Auditor","General","","Brattleboro","Windham 3-3","Elizabeth M. Ready","Democratic","922"
"16850","2002","Auditor","General","","Bridgewater","","Elizabeth M. Ready","Democratic","169"
"16851","2002","Auditor","General","","Bridport","","Elizabeth M. Ready","Democratic","209"
"16852","2002","Auditor","General","","Brighton","","Elizabeth M. Ready","Democratic","185"
"16853","2002","Auditor","General","","Bristol","","Elizabeth M. Ready","Democratic","751"
"16854","2002","Auditor","General","","Brookfield","","Elizabeth M. Ready","Democratic","268"
"16855","2002","Auditor","General","","Brookline","","Elizabeth M. Ready","Democratic","101"
"16856","2002","Auditor","General","","Brownington","","Elizabeth M. Ready","Democratic","123"
"16857","2002","Auditor","General","","Brunswick","","Elizabeth M. Ready","Democratic","15"
"16858","2002","Auditor","General","","Burke","","Elizabeth M. Ready","Democratic","199"
"16859","2002","Auditor","General","","Burlington","Chittenden 3-1 Ward 4","Elizabeth M. Ready","Democratic","1,129"
"16860","2002","Auditor","General","","Burlington","Chittenden 3-1 Ward 7","Elizabeth M. Ready","Democratic","656"
"16861","2002","Auditor","General","","Burlington","Chittenden 3-2 Ward 2","Elizabeth M. Ready","Democratic","109"
"16862","2002","Auditor","General","","Burlington","Chittenden 3-2 Ward 3","Elizabeth M. Ready","Democratic","100"
"16863","2002","Auditor","General","","Burlington","Chittenden 3-2 Ward 4","Elizabeth M. Ready","Democratic","190"
"16864","2002","Auditor","General","","Burlington","Chittenden 3-2 Ward 7","Elizabeth M. Ready","Democratic","559"
"16865","2002","Auditor","General","","Burlington","Chittenden 3-3 Ward 2","Elizabeth M. Ready","Democratic","371"
"16866","2002","Auditor","General","","Burlington","Chittenden 3-3 Ward 3 1","Elizabeth M. Ready","Democratic","1,101"
