"","Year","Office","Election Type","District","City/Town","Precinct","Candidate","Party","Votes"
"80562","2012","Auditor","General","","Ira","","Doug Hoffer","Democratic/Progressive","91"
"80563","2012","Auditor","General","","Irasburg","","Doug Hoffer","Democratic/Progressive","169"
"80564","2012","Auditor","General","","Isle La Motte","","Doug Hoffer","Democratic/Progressive","135"
"80565","2012","Auditor","General","","Jamaica","","Doug Hoffer","Democratic/Progressive","217"
"80566","2012","Auditor","General","","Jay","","Doug Hoffer","Democratic/Progressive","61"
"80567","2012","Auditor","General","","Jericho","","Doug Hoffer","Democratic/Progressive","1,479"
"80568","2012","Auditor","General","","Johnson","","Doug Hoffer","Democratic/Progressive","634"
"80569","2012","Auditor","General","","Killington","","Doug Hoffer","Democratic/Progressive","251"
"80570","2012","Auditor","General","","Kirby","","Doug Hoffer","Democratic/Progressive","107"
"80571","2012","Auditor","General","","Landgrove","","Doug Hoffer","Democratic/Progressive","56"
"80572","2012","Auditor","General","","Leicester","","Doug Hoffer","Democratic/Progressive","220"
"80573","2012","Auditor","General","","Lemington","","Doug Hoffer","Democratic/Progressive","14"
"80574","2012","Auditor","General","","Lincoln","","Doug Hoffer","Democratic/Progressive","451"
"80575","2012","Auditor","General","","Londonderry","","Doug Hoffer","Democratic/Progressive","370"
"80576","2012","Auditor","General","","Lowell","","Doug Hoffer","Democratic/Progressive","118"
"80577","2012","Auditor","General","","Ludlow","","Doug Hoffer","Democratic/Progressive","460"
"80578","2012","Auditor","General","","Lunenburg","","Doug Hoffer","Democratic/Progressive","171"
"80579","2012","Auditor","General","","Lyndon","","Doug Hoffer","Democratic/Progressive","711"
"80580","2012","Auditor","General","","Maidstone","","Doug Hoffer","Democratic/Progressive","16"
"80581","2012","Auditor","General","","Manchester","","Doug Hoffer","Democratic/Progressive","1,018"
"80582","2012","Auditor","General","","Marlboro","","Doug Hoffer","Democratic/Progressive","321"
"80583","2012","Auditor","General","","Marshfield","","Doug Hoffer","Democratic/Progressive","425"
"80584","2012","Auditor","General","","Mendon","","Doug Hoffer","Democratic/Progressive","229"
"80585","2012","Auditor","General","","Middlebury","","Doug Hoffer","Democratic/Progressive","2,048"
"80586","2012","Auditor","General","","Middlesex","","Doug Hoffer","Democratic/Progressive","562"
"80587","2012","Auditor","General","","Middletown Springs","","Doug Hoffer","Democratic/Progressive","203"
"80588","2012","Auditor","General","","Milton","Chittenden 10","Doug Hoffer","Democratic/Progressive","1,619"
"80589","2012","Auditor","General","","Milton","Grand Isle-Chittenden","Doug Hoffer","Democratic/Progressive","265"
"80590","2012","Auditor","General","","Monkton","","Doug Hoffer","Democratic/Progressive","536"
"80591","2012","Auditor","General","","Montgomery","","Doug Hoffer","Democratic/Progressive","273"
"80592","2012","Auditor","General","","Montpelier","","Doug Hoffer","Democratic/Progressive","2,915"
"80593","2012","Auditor","General","","Moretown","","Doug Hoffer","Democratic/Progressive","468"
"80594","2012","Auditor","General","","Morgan","","Doug Hoffer","Democratic/Progressive","93"
"80595","2012","Auditor","General","","Morristown","","Doug Hoffer","Democratic/Progressive","1,127"
"80596","2012","Auditor","General","","Mount Holly","","Doug Hoffer","Democratic/Progressive","326"
"80597","2012","Auditor","General","","Mount Tabor","","Doug Hoffer","Democratic/Progressive","35"
"80598","2012","Auditor","General","","New Haven","","Doug Hoffer","Democratic/Progressive","481"
"80599","2012","Auditor","General","","Newark","","Doug Hoffer","Democratic/Progressive","93"
"80600","2012","Auditor","General","","Newbury","","Doug Hoffer","Democratic/Progressive","439"
"80601","2012","Auditor","General","","Newfane","","Doug Hoffer","Democratic/Progressive","524"
"80602","2012","Auditor","General","","Newport City","","Doug Hoffer","Democratic/Progressive","487"
"80603","2012","Auditor","General","","Newport Town","","Doug Hoffer","Democratic/Progressive","231"
"80604","2012","Auditor","General","","N. Hero","","Doug Hoffer","Democratic/Progressive","243"
"80605","2012","Auditor","General","","Northfield","","Doug Hoffer","Democratic/Progressive","890"
"80606","2012","Auditor","General","","Norton","","Doug Hoffer","Democratic/Progressive","24"
"80607","2012","Auditor","General","","Norwich","","Doug Hoffer","Democratic/Progressive","1,426"
"80608","2012","Auditor","General","","Orange","","Doug Hoffer","Democratic/Progressive","152"
"80609","2012","Auditor","General","","Orwell","","Doug Hoffer","Democratic/Progressive","245"
"80610","2012","Auditor","General","","Panton","","Doug Hoffer","Democratic/Progressive","140"
"80611","2012","Auditor","General","","Pawlet","","Doug Hoffer","Democratic/Progressive","346"
"80612","2012","Auditor","General","","Peacham","","Doug Hoffer","Democratic/Progressive","260"
"80613","2012","Auditor","General","","Peru","","Doug Hoffer","Democratic/Progressive","105"
"80614","2012","Auditor","General","","Pittsfield","","Doug Hoffer","Democratic/Progressive","111"
"80615","2012","Auditor","General","","Pittsford","","Doug Hoffer","Democratic/Progressive","584"
"80616","2012","Auditor","General","","Plainfield","","Doug Hoffer","Democratic/Progressive","378"
"80617","2012","Auditor","General","","Plymouth","","Doug Hoffer","Democratic/Progressive","144"
"80618","2012","Auditor","General","","Pomfret","","Doug Hoffer","Democratic/Progressive","303"
"80619","2012","Auditor","General","","Poultney","","Doug Hoffer","Democratic/Progressive","610"
"80620","2012","Auditor","General","","Pownal","","Doug Hoffer","Democratic/Progressive","778"
"80621","2012","Auditor","General","","Proctor","","Doug Hoffer","Democratic/Progressive","328"
"80622","2012","Auditor","General","","Putney","","Doug Hoffer","Democratic/Progressive","794"
"80623","2012","Auditor","General","","Randolph","","Doug Hoffer","Democratic/Progressive","985"
"80624","2012","Auditor","General","","Reading","","Doug Hoffer","Democratic/Progressive","200"
"80625","2012","Auditor","General","","Readsboro","","Doug Hoffer","Democratic/Progressive","170"
"80626","2012","Auditor","General","","Richford","","Doug Hoffer","Democratic/Progressive","271"
"80627","2012","Auditor","General","","Richmond","","Doug Hoffer","Democratic/Progressive","1,249"
"80628","2012","Auditor","General","","Ripton","","Doug Hoffer","Democratic/Progressive","207"
"80629","2012","Auditor","General","","Rochester","","Doug Hoffer","Democratic/Progressive","361"
"80630","2012","Auditor","General","","Rockingham","","Doug Hoffer","Democratic/Progressive","1,105"
"80631","2012","Auditor","General","","Roxbury","","Doug Hoffer","Democratic/Progressive","151"
"80632","2012","Auditor","General","","Royalton","","Doug Hoffer","Democratic/Progressive","565"
"80633","2012","Auditor","General","","Rupert","","Doug Hoffer","Democratic/Progressive","181"
"80634","2012","Auditor","General","","Rutland City","Rutland 5-1","Doug Hoffer","Democratic/Progressive","832"
"80635","2012","Auditor","General","","Rutland City","Rutland 5-2","Doug Hoffer","Democratic/Progressive","747"
"80636","2012","Auditor","General","","Rutland City","Rutland 5-3","Doug Hoffer","Democratic/Progressive","551"
"80637","2012","Auditor","General","","Rutland City","Rutland 5-4","Doug Hoffer","Democratic/Progressive","749"
"80638","2012","Auditor","General","","Rutland Town","","Doug Hoffer","Democratic/Progressive","850"
"80639","2012","Auditor","General","","Ryegate","","Doug Hoffer","Democratic/Progressive","233"
"80640","2012","Auditor","General","","Salisbury","","Doug Hoffer","Democratic/Progressive","248"
"80641","2012","Auditor","General","","Sandgate","","Doug Hoffer","Democratic/Progressive","101"
"80642","2012","Auditor","General","","Searsburg","","Doug Hoffer","Democratic/Progressive","16"
"80643","2012","Auditor","General","","Shaftsbury","","Doug Hoffer","Democratic/Progressive","879"
"80644","2012","Auditor","General","","Sharon","","Doug Hoffer","Democratic/Progressive","360"
"80645","2012","Auditor","General","","Sheffield","","Doug Hoffer","Democratic/Progressive","109"
"80646","2012","Auditor","General","","Shelburne","Chittenden 5-1","Doug Hoffer","Democratic/Progressive","1,279"
"80647","2012","Auditor","General","","Shelburne","Chittenden 5-2","Doug Hoffer","Democratic/Progressive","954"
"80648","2012","Auditor","General","","Sheldon","","Doug Hoffer","Democratic/Progressive","337"
"80649","2012","Auditor","General","","Shoreham","","Doug Hoffer","Democratic/Progressive","309"
"80650","2012","Auditor","General","","Shrewsbury","","Doug Hoffer","Democratic/Progressive","311"
"80651","2012","Auditor","General","","S. Burlington","Chittenden 7-1","Doug Hoffer","Democratic/Progressive","1,247"
"80652","2012","Auditor","General","","S. Burlington","Chittenden 7-2","Doug Hoffer","Democratic/Progressive","1,290"
"80653","2012","Auditor","General","","S. Burlington","Chittenden 7-3","Doug Hoffer","Democratic/Progressive","1,200"
"80654","2012","Auditor","General","","S. Burlington","Chittenden 7-4","Doug Hoffer","Democratic/Progressive","1,088"
"80655","2012","Auditor","General","","S. Hero","","Doug Hoffer","Democratic/Progressive","536"
"80656","2012","Auditor","General","","Springfield","Windsor 3-1","Doug Hoffer","Democratic/Progressive","58"
"80657","2012","Auditor","General","","Springfield","Windsor 3-2","Doug Hoffer","Democratic/Progressive","1,637"
"80658","2012","Auditor","General","","St. Albans City","","Doug Hoffer","Democratic/Progressive","1,156"
"80659","2012","Auditor","General","","St. Albans Town","Franklin 3-1","Doug Hoffer","Democratic/Progressive","353"
"80660","2012","Auditor","General","","St. Albans Town","Franklin 3-2","Doug Hoffer","Democratic/Progressive","737"
"80661","2012","Auditor","General","","St. George","","Doug Hoffer","Democratic/Progressive","161"
"80662","2012","Auditor","General","","St. Johnsbury","","Doug Hoffer","Democratic/Progressive","1,183"
"80663","2012","Auditor","General","","Stamford","","Doug Hoffer","Democratic/Progressive","193"
"80664","2012","Auditor","General","","Stannard","","Doug Hoffer","Democratic/Progressive","50"
"80665","2012","Auditor","General","","Starksboro","","Doug Hoffer","Democratic/Progressive","439"
"80666","2012","Auditor","General","","Stockbridge","","Doug Hoffer","Democratic/Progressive","176"
"80667","2012","Auditor","General","","Stowe","","Doug Hoffer","Democratic/Progressive","1,129"
"80668","2012","Auditor","General","","Strafford","","Doug Hoffer","Democratic/Progressive","380"
"80669","2012","Auditor","General","","Stratton","","Doug Hoffer","Democratic/Progressive","49"
"80670","2012","Auditor","General","","Sudbury","","Doug Hoffer","Democratic/Progressive","142"
"80671","2012","Auditor","General","","Sunderland","Bennington 3","Doug Hoffer","Democratic/Progressive","53"
"80672","2012","Auditor","General","","Sunderland","Bennington 4","Doug Hoffer","Democratic/Progressive","171"
"80673","2012","Auditor","General","","Sutton","","Doug Hoffer","Democratic/Progressive","139"
"80674","2012","Auditor","General","","Swanton","","Doug Hoffer","Democratic/Progressive","1,024"
"80675","2012","Auditor","General","","Thetford","","Doug Hoffer","Democratic/Progressive","916"
"80676","2012","Auditor","General","","Tinmouth","Rutland 2","Doug Hoffer","Democratic/Progressive","28"
"80677","2012","Auditor","General","","Tinmouth","Rutland-Bennington","Doug Hoffer","Democratic/Progressive","108"
"80678","2012","Auditor","General","","Topsham","","Doug Hoffer","Democratic/Progressive","183"
"80679","2012","Auditor","General","","Townshend","","Doug Hoffer","Democratic/Progressive","306"
"80680","2012","Auditor","General","","Troy","Orleans 2","Doug Hoffer","Democratic/Progressive","53"
"80681","2012","Auditor","General","","Troy","Orleans-Lamoille","Doug Hoffer","Democratic/Progressive","178"
"80682","2012","Auditor","General","","Tunbridge","","Doug Hoffer","Democratic/Progressive","352"
"80683","2012","Auditor","General","","Underhill","","Doug Hoffer","Democratic/Progressive","925"
"80684","2012","Auditor","General","","Vergennes","","Doug Hoffer","Democratic/Progressive","554"
"80685","2012","Auditor","General","","Vernon","","Doug Hoffer","Democratic/Progressive","304"
"80686","2012","Auditor","General","","Vershire","","Doug Hoffer","Democratic/Progressive","176"
"80687","2012","Auditor","General","","Victory","","Doug Hoffer","Democratic/Progressive","18"
"80688","2012","Auditor","General","","Waitsfield","","Doug Hoffer","Democratic/Progressive","588"
"80689","2012","Auditor","General","","Walden","","Doug Hoffer","Democratic/Progressive","218"
"80690","2012","Auditor","General","","Wallingford","","Doug Hoffer","Democratic/Progressive","485"
"80691","2012","Auditor","General","","Waltham","","Doug Hoffer","Democratic/Progressive","137"
"80692","2012","Auditor","General","","Wardsboro","","Doug Hoffer","Democratic/Progressive","172"
"80693","2012","Auditor","General","","Warren","","Doug Hoffer","Democratic/Progressive","571"
"80694","2012","Auditor","General","","Washington","","Doug Hoffer","Democratic/Progressive","195"
"80695","2012","Auditor","General","","Waterbury","","Doug Hoffer","Democratic/Progressive","1,355"
"80696","2012","Auditor","General","","Waterford","","Doug Hoffer","Democratic/Progressive","230"
"80697","2012","Auditor","General","","Waterville","","Doug Hoffer","Democratic/Progressive","150"
"80698","2012","Auditor","General","","Weathersfield","","Doug Hoffer","Democratic/Progressive","654"
"80699","2012","Auditor","General","","Wells","","Doug Hoffer","Democratic/Progressive","191"
"80700","2012","Auditor","General","","W. Fairlee","","Doug Hoffer","Democratic/Progressive","134"
"80701","2012","Auditor","General","","W. Haven","","Doug Hoffer","Democratic/Progressive","51"
"80702","2012","Auditor","General","","W. Rutland","","Doug Hoffer","Democratic/Progressive","407"
"80703","2012","Auditor","General","","W. Windsor","","Doug Hoffer","Democratic/Progressive","339"
"80704","2012","Auditor","General","","Westfield","","Doug Hoffer","Democratic/Progressive","89"
"80705","2012","Auditor","General","","Westford","","Doug Hoffer","Democratic/Progressive","536"
"80706","2012","Auditor","General","","Westminster","Windham 3","Doug Hoffer","Democratic/Progressive","45"
"80707","2012","Auditor","General","","Westminster","Windham 4","Doug Hoffer","Democratic/Progressive","874"
"80708","2012","Auditor","General","","Westmore","","Doug Hoffer","Democratic/Progressive","72"
"80709","2012","Auditor","General","","Weston","","Doug Hoffer","Democratic/Progressive","218"
"80710","2012","Auditor","General","","Weybridge","","Doug Hoffer","Democratic/Progressive","309"
"80711","2012","Auditor","General","","Wheelock","","Doug Hoffer","Democratic/Progressive","125"
"80712","2012","Auditor","General","","Whiting","","Doug Hoffer","Democratic/Progressive","104"
"80713","2012","Auditor","General","","Whitingham","Windham 6","Doug Hoffer","Democratic/Progressive","243"
"80714","2012","Auditor","General","","Whitingham","Windham-Bennington","Doug Hoffer","Democratic/Progressive","6"
"80715","2012","Auditor","General","","Williamstown","","Doug Hoffer","Democratic/Progressive","519"
"80716","2012","Auditor","General","","Williston","","Doug Hoffer","Democratic/Progressive","2,387"
"80717","2012","Auditor","General","","Wilmington","","Doug Hoffer","Democratic/Progressive","450"
"80718","2012","Auditor","General","","Windham","","Doug Hoffer","Democratic/Progressive","112"
"80719","2012","Auditor","General","","Windsor","","Doug Hoffer","Democratic/Progressive","804"
"80720","2012","Auditor","General","","Winhall","","Doug Hoffer","Democratic/Progressive","195"
"80721","2012","Auditor","General","","Winooski","","Doug Hoffer","Democratic/Progressive","1,458"
"80722","2012","Auditor","General","","Wolcott","","Doug Hoffer","Democratic/Progressive","320"
"80723","2012","Auditor","General","","Woodbury","","Doug Hoffer","Democratic/Progressive","222"
"80724","2012","Auditor","General","","Woodford","","Doug Hoffer","Democratic/Progressive","91"
"80725","2012","Auditor","General","","Woodstock","","Doug Hoffer","Democratic/Progressive","963"
"80726","2012","Auditor","General","","Worcester","","Doug Hoffer","Democratic/Progressive","321"
"80727","2012","Auditor","General","","Addison","","Vincent Illuzzi","Republican","422"
"80728","2012","Auditor","General","","Albany","","Vincent Illuzzi","Republican","252"
"80729","2012","Auditor","General","","Alburgh","","Vincent Illuzzi","Republican","422"
"80730","2012","Auditor","General","","Andover","","Vincent Illuzzi","Republican","0"
"80731","2012","Auditor","General","","Arlington","","Vincent Illuzzi","Republican","482"
"80732","2012","Auditor","General","","Athens","","Vincent Illuzzi","Republican","57"
"80733","2012","Auditor","General","","Bakersfield","","Vincent Illuzzi","Republican","258"
"80734","2012","Auditor","General","","Baltimore","","Vincent Illuzzi","Republican","61"
"80735","2012","Auditor","General","","Barnard","","Vincent Illuzzi","Republican","221"
"80736","2012","Auditor","General","","Barnet","","Vincent Illuzzi","Republican","465"
"80737","2012","Auditor","General","","Barre City","","Vincent Illuzzi","Republican","1,675"
"80738","2012","Auditor","General","","Barre Town","","Vincent Illuzzi","Republican","2,371"
"80739","2012","Auditor","General","","Barton","","Vincent Illuzzi","Republican","630"
"80740","2012","Auditor","General","","Belvidere","","Vincent Illuzzi","Republican","73"
"80741","2012","Auditor","General","","Bennington","Bennington 2-1","Vincent Illuzzi","Republican","1,113"
"80742","2012","Auditor","General","","Bennington","Bennington 2-2","Vincent Illuzzi","Republican","1,082"
"80743","2012","Auditor","General","","Benson","","Vincent Illuzzi","Republican","208"
"80744","2012","Auditor","General","","Berkshire","","Vincent Illuzzi","Republican","303"
"80745","2012","Auditor","General","","Berlin","","Vincent Illuzzi","Republican","615"
"80746","2012","Auditor","General","","Bethel","","Vincent Illuzzi","Republican","418"
"80747","2012","Auditor","General","","Bloomfield","","Vincent Illuzzi","Republican","55"
"80748","2012","Auditor","General","","Bolton","","Vincent Illuzzi","Republican","232"
"80749","2012","Auditor","General","","Bradford","","Vincent Illuzzi","Republican","496"
"80750","2012","Auditor","General","","Braintree","","Vincent Illuzzi","Republican","244"
"80751","2012","Auditor","General","","Brandon","","Vincent Illuzzi","Republican","789"
"80752","2012","Auditor","General","","Brattleboro","Windham 2-1","Vincent Illuzzi","Republican","594"
"80753","2012","Auditor","General","","Brattleboro","Windham 2-2","Vincent Illuzzi","Republican","371"
"80754","2012","Auditor","General","","Brattleboro","Windham 2-3","Vincent Illuzzi","Republican","414"
"80755","2012","Auditor","General","","Bridgewater","","Vincent Illuzzi","Republican","201"
"80756","2012","Auditor","General","","Bridport","","Vincent Illuzzi","Republican","334"
"80757","2012","Auditor","General","","Brighton","","Vincent Illuzzi","Republican","292"
"80758","2012","Auditor","General","","Bristol","","Vincent Illuzzi","Republican","752"
"80759","2012","Auditor","General","","Brookfield","","Vincent Illuzzi","Republican","314"
"80760","2012","Auditor","General","","Brookline","","Vincent Illuzzi","Republican","73"
"80761","2012","Auditor","General","","Brownington","","Vincent Illuzzi","Republican","226"
"80762","2012","Auditor","General","","Brunswick","","Vincent Illuzzi","Republican","40"
"80763","2012","Auditor","General","","Burke","","Vincent Illuzzi","Republican","401"
