"","Year","Office","Election Type","District","City/Town","Precinct","Candidate","Party","Votes"
"43029","2006","Auditor","General","","Addison","","Randy Brock","Republican","424"
"43030","2006","Auditor","General","","Albany","","Randy Brock","Republican","205"
"43031","2006","Auditor","General","","Alburgh","","Randy Brock","Republican","419"
"43032","2006","Auditor","General","","Andover","","Randy Brock","Republican","109"
"43033","2006","Auditor","General","","Arlington","","Randy Brock","Republican","364"
"43034","2006","Auditor","General","","Athens","","Randy Brock","Republican","33"
"43035","2006","Auditor","General","","Bakersfield","","Randy Brock","Republican","266"
"43036","2006","Auditor","General","","Baltimore","","Randy Brock","Republican","51"
"43037","2006","Auditor","General","","Barnard","","Randy Brock","Republican","207"
"43038","2006","Auditor","General","","Barnet","","Randy Brock","Republican","401"
"43039","2006","Auditor","General","","Barre City","Washington 3-1","Randy Brock","Republican","874"
"43040","2006","Auditor","General","","Barre City","Washington 3-2","Randy Brock","Republican","615"
"43041","2006","Auditor","General","","Barre City","Washington 3-3","Randy Brock","Republican","127"
"43042","2006","Auditor","General","","Barre Town","","Randy Brock","Republican","2,146"
"43043","2006","Auditor","General","","Barton","","Randy Brock","Republican","620"
"43044","2006","Auditor","General","","Belvidere","","Randy Brock","Republican","62"
"43045","2006","Auditor","General","","Bennington","Bennington 2-1","Randy Brock","Republican","536"
"43046","2006","Auditor","General","","Bennington","Bennington 2-1 Nb","Randy Brock","Republican","82"
"43047","2006","Auditor","General","","Bennington","Bennington 2-2","Randy Brock","Republican","664"
"43048","2006","Auditor","General","","Bennington","Bennington 5","Randy Brock","Republican","26"
"43049","2006","Auditor","General","","Benson","","Randy Brock","Republican","203"
"43050","2006","Auditor","General","","Berkshire","","Randy Brock","Republican","315"
"43051","2006","Auditor","General","","Berlin","","Randy Brock","Republican","615"
"43052","2006","Auditor","General","","Bethel","","Randy Brock","Republican","420"
"43053","2006","Auditor","General","","Bloomfield","","Randy Brock","Republican","35"
"43054","2006","Auditor","General","","Bolton","","Randy Brock","Republican","223"
"43055","2006","Auditor","General","","Bradford","","Randy Brock","Republican","424"
"43056","2006","Auditor","General","","Braintree","","Randy Brock","Republican","274"
"43057","2006","Auditor","General","","Brandon","","Randy Brock","Republican","899"
"43058","2006","Auditor","General","","Brattleboro","Windham 3-1","Randy Brock","Republican","475"
"43059","2006","Auditor","General","","Brattleboro","Windham 3-2","Randy Brock","Republican","287"
"43060","2006","Auditor","General","","Brattleboro","Windham 3-3","Randy Brock","Republican","246"
"43061","2006","Auditor","General","","Bridgewater","","Randy Brock","Republican","172"
"43062","2006","Auditor","General","","Bridport","","Randy Brock","Republican","363"
"43063","2006","Auditor","General","","Brighton","","Randy Brock","Republican","250"
"43064","2006","Auditor","General","","Bristol","","Randy Brock","Republican","779"
"43065","2006","Auditor","General","","Brookfield","","Randy Brock","Republican","304"
"43066","2006","Auditor","General","","Brookline","","Randy Brock","Republican","88"
"43067","2006","Auditor","General","","Brownington","","Randy Brock","Republican","174"
"43068","2006","Auditor","General","","Brunswick","","Randy Brock","Republican","28"
"43069","2006","Auditor","General","","Burke","","Randy Brock","Republican","324"
"43070","2006","Auditor","General","","Burlington","Chittenden 3-1","Randy Brock","Republican","1,397"
"43071","2006","Auditor","General","","Burlington","Chittenden 3-2","Randy Brock","Republican","676"
"43072","2006","Auditor","General","","Burlington","Chittenden 3-3","Randy Brock","Republican","538"
"43073","2006","Auditor","General","","Burlington","Chittenden 3-4","Randy Brock","Republican","383"
"43074","2006","Auditor","General","","Burlington","Chittenden 3-5","Randy Brock","Republican","1,101"
"43075","2006","Auditor","General","","Burlington","Chittenden 3-6","Randy Brock","Republican","124"
"43076","2006","Auditor","General","","Cabot","","Randy Brock","Republican","253"
"43077","2006","Auditor","General","","Calais","","Randy Brock","Republican","352"
"43078","2006","Auditor","General","","Cambridge","","Randy Brock","Republican","670"
"43079","2006","Auditor","General","","Canaan","","Randy Brock","Republican","137"
"43080","2006","Auditor","General","","Castleton","","Randy Brock","Republican","719"
"43081","2006","Auditor","General","","Cavendish","","Randy Brock","Republican","225"
"43082","2006","Auditor","General","","Charleston","","Randy Brock","Republican","199"
"43083","2006","Auditor","General","","Charlotte","","Randy Brock","Republican","876"
"43084","2006","Auditor","General","","Chelsea","","Randy Brock","Republican","330"
"43085","2006","Auditor","General","","Chester","","Randy Brock","Republican","476"
"43086","2006","Auditor","General","","Chittenden","","Randy Brock","Republican","287"
"43087","2006","Auditor","General","","Clarendon","","Randy Brock","Republican","547"
"43088","2006","Auditor","General","","Colchester","Chittenden 7-1","Randy Brock","Republican","1,366"
"43089","2006","Auditor","General","","Colchester","Chittenden 7-2","Randy Brock","Republican","1,707"
"43090","2006","Auditor","General","","Concord","","Randy Brock","Republican","277"
"43091","2006","Auditor","General","","Corinth","","Randy Brock","Republican","249"
"43092","2006","Auditor","General","","Cornwall","","Randy Brock","Republican","278"
"43093","2006","Auditor","General","","Coventry","","Randy Brock","Republican","187"
"43094","2006","Auditor","General","","Craftsbury","","Randy Brock","Republican","224"
"43095","2006","Auditor","General","","Danby","","Randy Brock","Republican","292"
"43096","2006","Auditor","General","","Danville","","Randy Brock","Republican","552"
"43097","2006","Auditor","General","","Derby","","Randy Brock","Republican","962"
"43098","2006","Auditor","General","","Dorset","","Randy Brock","Republican","432"
"43099","2006","Auditor","General","","Dover","","Randy Brock","Republican","238"
"43100","2006","Auditor","General","","Dummerston","","Randy Brock","Republican","256"
"43101","2006","Auditor","General","","Duxbury","","Randy Brock","Republican","278"
"43102","2006","Auditor","General","","E. Haven","","Randy Brock","Republican","73"
"43103","2006","Auditor","General","","E. Montpelier","","Randy Brock","Republican","651"
"43104","2006","Auditor","General","","Eden","","Randy Brock","Republican","184"
"43105","2006","Auditor","General","","Elmore","","Randy Brock","Republican","146"
"43106","2006","Auditor","General","","Enosburgh","","Randy Brock","Republican","462"
"43107","2006","Auditor","General","","Essex","Chittenden 6-1","Randy Brock","Republican","1,867"
"43108","2006","Auditor","General","","Essex","Chittenden 6-2","Randy Brock","Republican","1,998"
"43109","2006","Auditor","General","","Essex","Chittenden 6-3","Randy Brock","Republican","590"
"43110","2006","Auditor","General","","Fair Haven","","Randy Brock","Republican","485"
"43111","2006","Auditor","General","","Fairfax","","Randy Brock","Republican","938"
"43112","2006","Auditor","General","","Fairfield","","Randy Brock","Republican","416"
"43113","2006","Auditor","General","","Fairlee","","Randy Brock","Republican","164"
"43114","2006","Auditor","General","","Fayston","","Randy Brock","Republican","259"
"43115","2006","Auditor","General","","Ferrisburgh","","Randy Brock","Republican","718"
"43116","2006","Auditor","General","","Fletcher","","Randy Brock","Republican","246"
"43117","2006","Auditor","General","","Franklin","","Randy Brock","Republican","310"
"43118","2006","Auditor","General","","Georgia","","Randy Brock","Republican","1,127"
"43119","2006","Auditor","General","","Glover","","Randy Brock","Republican","237"
"43120","2006","Auditor","General","","Goshen","","Randy Brock","Republican","64"
"43121","2006","Auditor","General","","Grafton","","Randy Brock","Republican","85"
"43122","2006","Auditor","General","","Granby","","Randy Brock","Republican","26"
"43123","2006","Auditor","General","","Grand Isle","","Randy Brock","Republican","512"
"43124","2006","Auditor","General","","Granville","","Randy Brock","Republican","52"
"43125","2006","Auditor","General","","Greensboro","","Randy Brock","Republican","168"
"43126","2006","Auditor","General","","Groton","","Randy Brock","Republican","228"
"43127","2006","Auditor","General","","Guildhall","","Randy Brock","Republican","61"
"43128","2006","Auditor","General","","Guilford","","Randy Brock","Republican","271"
"43129","2006","Auditor","General","","Halifax","","Randy Brock","Republican","111"
"43130","2006","Auditor","General","","Hancock","","Randy Brock","Republican","71"
"43131","2006","Auditor","General","","Hardwick","","Randy Brock","Republican","565"
"43132","2006","Auditor","General","","Hartford","Windsor 6-1","Randy Brock","Republican","363"
"43133","2006","Auditor","General","","Hartford","Windsor 6-2","Randy Brock","Republican","950"
"43134","2006","Auditor","General","","Hartland","","Randy Brock","Republican","532"
