"county","town","precinct","office","district","party","candidate","votes"
"Rutland","Mendon","Mendon","U.S. House","","Liberty Union","Jane Newton",1
"Addison","Middlebury","Middlebury","U.S. House","","Liberty Union","Jane Newton",4
"Washington","Middlesex","Middlesex","U.S. House","","Liberty Union","Jane Newton",1
"Rutland","Middletown Springs","Middletown Springs","U.S. House","","Liberty Union","Jane Newton",1
"Chittenden","Milton","Chittenden 9","U.S. House","","Liberty Union","Jane Newton",0
"Chittenden","Milton","Grand Isle-Chittenden 1-1","U.S. House","","Liberty Union","Jane Newton",0
"Addison","Monkton","Monkton","U.S. House","","Liberty Union","Jane Newton",0
"Franklin","Montgomery","Montgomery","U.S. House","","Liberty Union","Jane Newton",1
"Washington","Montpelier","Montpelier","U.S. House","","Liberty Union","Jane Newton",6
"Washington","Moretown","Moretown","U.S. House","","Liberty Union","Jane Newton",1
"Orleans","Morgan","Morgan","U.S. House","","Liberty Union","Jane Newton",0
"Lamoille","Morristown","Morristown","U.S. House","","Liberty Union","Jane Newton",8
"Rutland","Mount Holly","Mount Holly","U.S. House","","Liberty Union","Jane Newton",1
"Rutland","Mount Tabor","Mount Tabor","U.S. House","","Liberty Union","Jane Newton",0
"Addison","New Haven","New Haven","U.S. House","","Liberty Union","Jane Newton",3
"Caledonia","Newark","Newark","U.S. House","","Liberty Union","Jane Newton",1
"Orange","Newbury","Center Town House","U.S. House","","Liberty Union","Jane Newton",1
"Orange","Newbury","Town Office","U.S. House","","Liberty Union","Jane Newton",0
"Orange","Newbury","West River Village","U.S. House","","Liberty Union","Jane Newton",0
"Windham","Newfane","Newfane","U.S. House","","Liberty Union","Jane Newton",10
"Orleans","Newport City","Newport City","U.S. House","","Liberty Union","Jane Newton",5
"Orleans","Newport Town","Newport Town","U.S. House","","Liberty Union","Jane Newton",0
"Grand Isle","North Hero","N. Hero","U.S. House","","Liberty Union","Jane Newton",0
"Washington","Northfield","Northfield","U.S. House","","Liberty Union","Jane Newton",2
"Essex","Norton","Norton","U.S. House","","Liberty Union","Jane Newton",0
"Windsor","Norwich","Norwich","U.S. House","","Liberty Union","Jane Newton",2
"Orange","Orange","Orange","U.S. House","","Liberty Union","Jane Newton",0
"Addison","Orwell","Orwell","U.S. House","","Liberty Union","Jane Newton",0
"Addison","Panton","Panton","U.S. House","","Liberty Union","Jane Newton",1
"Rutland","Pawlet","Pawlet","U.S. House","","Liberty Union","Jane Newton",0
"Caledonia","Peacham","Peacham","U.S. House","","Liberty Union","Jane Newton",0
"Bennington","Peru","Peru","U.S. House","","Liberty Union","Jane Newton",2
"Rutland","Pittsfield","Pittsfield","U.S. House","","Liberty Union","Jane Newton",1
"Rutland","Pittsford","Pittsford","U.S. House","","Liberty Union","Jane Newton",3
"Washington","Plainfield","Plainfield","U.S. House","","Liberty Union","Jane Newton",0
"Windsor","Plymouth","Plymouth","U.S. House","","Liberty Union","Jane Newton",1
"Windsor","Pomfret","Pomfret","U.S. House","","Liberty Union","Jane Newton",3
"Rutland","Poultney","Poultney","U.S. House","","Liberty Union","Jane Newton",8
"Bennington","Pownal","Pownal","U.S. House","","Liberty Union","Jane Newton",10
"Rutland","Proctor","Proctor","U.S. House","","Liberty Union","Jane Newton",2
"Windham","Putney","Putney","U.S. House","","Liberty Union","Jane Newton",3
"Orange","Randolph","Randolph","U.S. House","","Liberty Union","Jane Newton",3
"Windsor","Reading","Reading","U.S. House","","Liberty Union","Jane Newton",2
"Bennington","Readsboro","Readsboro","U.S. House","","Liberty Union","Jane Newton",3
"Franklin","Richford","Richford","U.S. House","","Liberty Union","Jane Newton",1
"Chittenden","Richmond","Richmond","U.S. House","","Liberty Union","Jane Newton",2
"Addison","Ripton","Ripton","U.S. House","","Liberty Union","Jane Newton",0
"Windsor","Rochester","Rochester","U.S. House","","Liberty Union","Jane Newton",0
"Windham","Rockingham","Rockingham","U.S. House","","Liberty Union","Jane Newton",16
"Washington","Roxbury","Roxbury","U.S. House","","Liberty Union","Jane Newton",0
"Windsor","Royalton","Royalton","U.S. House","","Liberty Union","Jane Newton",3
"Bennington","Rupert","Rupert","U.S. House","","Liberty Union","Jane Newton",122
"Rutland","Rutland City","Rutland 5-1","U.S. House","","Liberty Union","Jane Newton",7
"Rutland","Rutland City","Rutland 5-2","U.S. House","","Liberty Union","Jane Newton",2
"Rutland","Rutland City","Rutland 5-3","U.S. House","","Liberty Union","Jane Newton",4
"Rutland","Rutland City","Rutland 5-4","U.S. House","","Liberty Union","Jane Newton",3
"Rutland","Rutland Town","Elem. School","U.S. House","","Liberty Union","Jane Newton",1
"Rutland","Rutland Town","Town Hall","U.S. House","","Liberty Union","Jane Newton",1
"Caledonia","Ryegate","Ryegate","U.S. House","","Liberty Union","Jane Newton",0
"Addison","Salisbury","Salisbury","U.S. House","","Liberty Union","Jane Newton",0
"Bennington","Sandgate","Sandgate","U.S. House","","Liberty Union","Jane Newton",1
"Bennington","Searsburg","Searsburg","U.S. House","","Liberty Union","Jane Newton",1
"Bennington","Shaftsbury","Shaftsbury","U.S. House","","Liberty Union","Jane Newton",5
"Windsor","Sharon","Sharon","U.S. House","","Liberty Union","Jane Newton",0
"Caledonia","Sheffield","Sheffield","U.S. House","","Liberty Union","Jane Newton",2
"Chittenden","Shelburne","Chittenden 5-1","U.S. House","","Liberty Union","Jane Newton",1
"Chittenden","Shelburne","Chittenden 5-2","U.S. House","","Liberty Union","Jane Newton",1
"Franklin","Sheldon","Sheldon","U.S. House","","Liberty Union","Jane Newton",1
"Addison","Shoreham","Shoreham","U.S. House","","Liberty Union","Jane Newton",0
"Rutland","Shrewsbury","Shrewsbury","U.S. House","","Liberty Union","Jane Newton",1
"Chittenden","South Burlington","Chittenden 3-10","U.S. House","","Liberty Union","Jane Newton",0
"Chittenden","South Burlington","Chittenden 3-7","U.S. House","","Liberty Union","Jane Newton",2
"Chittenden","South Burlington","Chittenden 3-8","U.S. House","","Liberty Union","Jane Newton",1
"Chittenden","South Burlington","Chittenden 3-9","U.S. House","","Liberty Union","Jane Newton",0
"Grand Isle","South Hero","S. Hero","U.S. House","","Liberty Union","Jane Newton",0
"Windsor","Springfield","Windsor 1-1","U.S. House","","Liberty Union","Jane Newton",0
"Windsor","Springfield","Windsor 1-2","U.S. House","","Liberty Union","Jane Newton",9
,"Saint  Albans City","St. Albans City","U.S. House","","Liberty Union","Jane Newton",3
,"Saint  Albans Town","St. Albans Town","U.S. House","","Liberty Union","Jane Newton",0
,"Saint  George","St. George","U.S. House","","Liberty Union","Jane Newton",0
,"Saint  Johnsbury","St. Johnsbury","U.S. House","","Liberty Union","Jane Newton",3
"Bennington","Stamford","Stamford","U.S. House","","Liberty Union","Jane Newton",2
"Caledonia","Stannard","Stannard","U.S. House","","Liberty Union","Jane Newton",0
"Addison","Starksboro","Starksboro","U.S. House","","Liberty Union","Jane Newton",0
"Windsor","Stockbridge","Stockbridge","U.S. House","","Liberty Union","Jane Newton",2
"Lamoille","Stowe","Stowe","U.S. House","","Liberty Union","Jane Newton",2
"Orange","Strafford","Strafford","U.S. House","","Liberty Union","Jane Newton",1
"Windham","Stratton","Stratton","U.S. House","","Liberty Union","Jane Newton",1
"Rutland","Sudbury","Sudbury","U.S. House","","Liberty Union","Jane Newton",1
"Bennington","Sunderland","Sunderland","U.S. House","","Liberty Union","Jane Newton",0
"Caledonia","Sutton","Sutton","U.S. House","","Liberty Union","Jane Newton",1
"Franklin","Swanton","Swanton","U.S. House","","Liberty Union","Jane Newton",1
"Orange","Thetford","Thetford","U.S. House","","Liberty Union","Jane Newton",1
"Rutland","Tinmouth","Tinmouth","U.S. House","","Liberty Union","Jane Newton",1
"Orange","Topsham","Topsham","U.S. House","","Liberty Union","Jane Newton",1
"Windham","Townshend","Townshend","U.S. House","","Liberty Union","Jane Newton",10
"Orleans","Troy","Troy","U.S. House","","Liberty Union","Jane Newton",0
"Orange","Tunbridge","Tunbridge","U.S. House","","Liberty Union","Jane Newton",1
"Chittenden","Underhill","Underhill","U.S. House","","Liberty Union","Jane Newton",1
"Addison","Vergennes","Vergennes","U.S. House","","Liberty Union","Jane Newton",4
"Windham","Vernon","Vernon","U.S. House","","Liberty Union","Jane Newton",4
"Orange","Vershire","Vershire","U.S. House","","Liberty Union","Jane Newton",0
"Essex","Victory","Victory","U.S. House","","Liberty Union","Jane Newton",0
"Washington","Waitsfield","Waitsfield","U.S. House","","Liberty Union","Jane Newton",2
"Caledonia","Walden","Walden","U.S. House","","Liberty Union","Jane Newton",2
"Rutland","Wallingford","Wallingford","U.S. House","","Liberty Union","Jane Newton",2
"Addison","Waltham","Waltham","U.S. House","","Liberty Union","Jane Newton",0
"Windham","Wardsboro","Wardsboro","U.S. House","","Liberty Union","Jane Newton",2
"Washington","Warren","Warren","U.S. House","","Liberty Union","Jane Newton",1
"Orange","Washington","Washington","U.S. House","","Liberty Union","Jane Newton",2
"Washington","Waterbury","Waterbury","U.S. House","","Liberty Union","Jane Newton",4
"Caledonia","Waterford","Waterford","U.S. House","","Liberty Union","Jane Newton",2
"Lamoille","Waterville","Waterville","U.S. House","","Liberty Union","Jane Newton",0
"Windsor","Weathersfield","Weathersfield","U.S. House","","Liberty Union","Jane Newton",2
"Rutland","Wells","Wells","U.S. House","","Liberty Union","Jane Newton",1
"Orange","West Fairlee","W. Fairlee","U.S. House","","Liberty Union","Jane Newton",0
"Rutland","West Haven","W. Haven","U.S. House","","Liberty Union","Jane Newton",0
"Rutland","West Rutland","W. Rutland","U.S. House","","Liberty Union","Jane Newton",1
"Windsor","West Windsor","W. Windsor","U.S. House","","Liberty Union","Jane Newton",0
"Orleans","Westfield","Westfield","U.S. House","","Liberty Union","Jane Newton",1
"Chittenden","Westford","Westford","U.S. House","","Liberty Union","Jane Newton",1
"Windham","Westminster","Windham 4","U.S. House","","Liberty Union","Jane Newton",0
"Windham","Westminster","Windham 5","U.S. House","","Liberty Union","Jane Newton",7
"Orleans","Westmore","Westmore","U.S. House","","Liberty Union","Jane Newton",1
"Windsor","Weston","Weston","U.S. House","","Liberty Union","Jane Newton",5
"Addison","Weybridge","Weybridge","U.S. House","","Liberty Union","Jane Newton",0
"Caledonia","Wheelock","Wheelock","U.S. House","","Liberty Union","Jane Newton",0
"Addison","Whiting","Whiting","U.S. House","","Liberty Union","Jane Newton",0
"Windham","Whitingham","Whitingham","U.S. House","","Liberty Union","Jane Newton",2
"Orange","Williamstown","Williamstown","U.S. House","","Liberty Union","Jane Newton",1
"Chittenden","Williston","Williston","U.S. House","","Liberty Union","Jane Newton",2
"Windham","Wilmington","Wilmington","U.S. House","","Liberty Union","Jane Newton",8
"Windham","Windham","Windham","U.S. House","","Liberty Union","Jane Newton",13
"Windsor","Windsor","Windsor","U.S. House","","Liberty Union","Jane Newton",3
"Bennington","Winhall","Winhall","U.S. House","","Liberty Union","Jane Newton",5
"Chittenden","Winooski","Winooski","U.S. House","","Liberty Union","Jane Newton",2
"Lamoille","Wolcott","Wolcott","U.S. House","","Liberty Union","Jane Newton",1
"Washington","Woodbury","Woodbury","U.S. House","","Liberty Union","Jane Newton",1
"Bennington","Woodford","Woodford","U.S. House","","Liberty Union","Jane Newton",1
"Windsor","Woodstock","Woodstock","U.S. House","","Liberty Union","Jane Newton",3
"Washington","Worcester","Worcester","U.S. House","","Liberty Union","Jane Newton",0
"Addison","Addison","Addison","U.S. House","","We the People","Chris Karr",1
"Orleans","Albany","Albany","U.S. House","","We the People","Chris Karr",1
"Grand Isle","Alburgh","Alburgh","U.S. House","","We the People","Chris Karr",0
"Windsor","Andover","Andover","U.S. House","","We the People","Chris Karr",0
"Bennington","Arlington","Arlington","U.S. House","","We the People","Chris Karr",2
"Windham","Athens","Athens","U.S. House","","We the People","Chris Karr",0
"Franklin","Bakersfield","Bakersfield","U.S. House","","We the People","Chris Karr",1
"Windsor","Baltimore","Baltimore","U.S. House","","We the People","Chris Karr",0
"Windsor","Barnard","Barnard","U.S. House","","We the People","Chris Karr",0
"Caledonia","Barnet","Barnet","U.S. House","","We the People","Chris Karr",1
"Washington","Barre City","Washington 3-1","U.S. House","","We the People","Chris Karr",4
"Washington","Barre City","Washington 3-2","U.S. House","","We the People","Chris Karr",3
"Washington","Barre City","Washington 3-3","U.S. House","","We the People","Chris Karr",4
"Washington","Barre Town","Barre Town","U.S. House","","We the People","Chris Karr",6
"Orleans","Barton","Barton","U.S. House","","We the People","Chris Karr",8
"Lamoille","Belvidere","Belvidere","U.S. House","","We the People","Chris Karr",0
"Bennington","Bennington","Bennington 2-1","U.S. House","","We the People","Chris Karr",10
"Bennington","Bennington","Bennington 2-1 Nb","U.S. House","","We the People","Chris Karr",0
"Bennington","Bennington","Bennington 2-2","U.S. House","","We the People","Chris Karr",14
"Bennington","Bennington","Bennington 5","U.S. House","","We the People","Chris Karr",0
"Rutland","Benson","Benson","U.S. House","","We the People","Chris Karr",1
"Franklin","Berkshire","Berkshire","U.S. House","","We the People","Chris Karr",2
"Washington","Berlin","Berlin","U.S. House","","We the People","Chris Karr",6
"Windsor","Bethel","Bethel","U.S. House","","We the People","Chris Karr",2
"Essex","Bloomfield","Bloomfield","U.S. House","","We the People","Chris Karr",1
"Chittenden","Bolton","Bolton","U.S. House","","We the People","Chris Karr",0
"Orange","Bradford","Bradford","U.S. House","","We the People","Chris Karr",5
"Orange","Braintree","Braintree","U.S. House","","We the People","Chris Karr",0
"Rutland","Brandon","Brandon","U.S. House","","We the People","Chris Karr",7
"Windham","Brattleboro","Windham 3-1","U.S. House","","We the People","Chris Karr",4
"Windham","Brattleboro","Windham 3-2","U.S. House","","We the People","Chris Karr",2
"Windham","Brattleboro","Windham 3-3","U.S. House","","We the People","Chris Karr",2
"Windsor","Bridgewater","Bridgewater","U.S. House","","We the People","Chris Karr",3
"Addison","Bridport","Bridport","U.S. House","","We the People","Chris Karr",0
"Essex","Brighton","Brighton","U.S. House","","We the People","Chris Karr",2
"Addison","Bristol","Bristol","U.S. House","","We the People","Chris Karr",1
"Orange","Brookfield","Brookfield","U.S. House","","We the People","Chris Karr",1
"Windham","Brookline","Brookline","U.S. House","","We the People","Chris Karr",1
"Orleans","Brownington","Brownington","U.S. House","","We the People","Chris Karr",3
"Essex","Brunswick","Brunswick","U.S. House","","We the People","Chris Karr",0
"Caledonia","Burke","Burke","U.S. House","","We the People","Chris Karr",0
"Chittenden","Burlington","Chittenden 3-1","U.S. House","","We the People","Chris Karr",5
"Chittenden","Burlington","Chittenden 3-2","U.S. House","","We the People","Chris Karr",3
"Chittenden","Burlington","Chittenden 3-3","U.S. House","","We the People","Chris Karr",14
"Chittenden","Burlington","Chittenden 3-4","U.S. House","","We the People","Chris Karr",8
"Chittenden","Burlington","Chittenden 3-5","U.S. House","","We the People","Chris Karr",5
"Chittenden","Burlington","Chittenden 3-6","U.S. House","","We the People","Chris Karr",0
"Washington","Cabot","Cabot","U.S. House","","We the People","Chris Karr",5
"Washington","Calais","Calais","U.S. House","","We the People","Chris Karr",7
"Lamoille","Cambridge","Cambridge","U.S. House","","We the People","Chris Karr",1
"Essex","Canaan","Canaan","U.S. House","","We the People","Chris Karr",3
"Rutland","Castleton","Castleton","U.S. House","","We the People","Chris Karr",2
"Windsor","Cavendish","Cavendish","U.S. House","","We the People","Chris Karr",2
"Orleans","Charleston","Charleston","U.S. House","","We the People","Chris Karr",0
"Chittenden","Charlotte","Charlotte","U.S. House","","We the People","Chris Karr",1
"Orange","Chelsea","Chelsea","U.S. House","","We the People","Chris Karr",0
"Windsor","Chester","Chester","U.S. House","","We the People","Chris Karr",2
"Rutland","Chittenden","Chittenden","U.S. House","","We the People","Chris Karr",0
"Rutland","Clarendon","Clarendon","U.S. House","","We the People","Chris Karr",1
"Chittenden","Colchester","Chittenden 7-1","U.S. House","","We the People","Chris Karr",4
"Chittenden","Colchester","Chittenden 7-2","U.S. House","","We the People","Chris Karr",4
"Essex","Concord","Concord","U.S. House","","We the People","Chris Karr",5
"Orange","Corinth","Corinth","U.S. House","","We the People","Chris Karr",3
"Addison","Cornwall","Cornwall","U.S. House","","We the People","Chris Karr",1
"Orleans","Coventry","Coventry","U.S. House","","We the People","Chris Karr",1
"Orleans","Craftsbury","Craftsbury","U.S. House","","We the People","Chris Karr",3
"Rutland","Danby","Danby","U.S. House","","We the People","Chris Karr",2
"Caledonia","Danville","Danville","U.S. House","","We the People","Chris Karr",3
"Orleans","Derby","Derby","U.S. House","","We the People","Chris Karr",4
"Bennington","Dorset","Dorset","U.S. House","","We the People","Chris Karr",2
"Windham","Dover","Dover","U.S. House","","We the People","Chris Karr",2
"Windham","Dummerston","Dummerston","U.S. House","","We the People","Chris Karr",1
"Washington","Duxbury","Duxbury","U.S. House","","We the People","Chris Karr",0
"Essex","East Haven","E. Haven","U.S. House","","We the People","Chris Karr",2
"Washington","East Montpelier","E. Montpelier","U.S. House","","We the People","Chris Karr",13
"Lamoille","Eden","Eden","U.S. House","","We the People","Chris Karr",1
"Lamoille","Elmore","Elmore","U.S. House","","We the People","Chris Karr",2
"Franklin","Enosburgh","Enosburgh","U.S. House","","We the People","Chris Karr",4
"Chittenden","Essex","Chittenden 6-1","U.S. House","","We the People","Chris Karr",2
"Chittenden","Essex","Chittenden 6-2","U.S. House","","We the People","Chris Karr",2
"Chittenden","Essex","Chittenden 6-3","U.S. House","","We the People","Chris Karr",0
"Rutland","Fair Haven","Fair Haven","U.S. House","","We the People","Chris Karr",1
"Franklin","Fairfax","Fairfax","U.S. House","","We the People","Chris Karr",4
"Franklin","Fairfield","Fairfield","U.S. House","","We the People","Chris Karr",0
"Orange","Fairlee","Fairlee","U.S. House","","We the People","Chris Karr",0
"Washington","Fayston","Fayston","U.S. House","","We the People","Chris Karr",0
"Addison","Ferrisburgh","Ferrisburgh","U.S. House","","We the People","Chris Karr",0
"Franklin","Fletcher","Fletcher","U.S. House","","We the People","Chris Karr",0
"Franklin","Franklin","Franklin","U.S. House","","We the People","Chris Karr",0
"Franklin","Georgia","Georgia","U.S. House","","We the People","Chris Karr",4
"Orleans","Glover","Glover","U.S. House","","We the People","Chris Karr",1
"Addison","Goshen","Goshen","U.S. House","","We the People","Chris Karr",0
"Windham","Grafton","Grafton","U.S. House","","We the People","Chris Karr",0
"Essex","Granby","Granby","U.S. House","","We the People","Chris Karr",0
"Grand Isle","Grand Isle","Grand Isle","U.S. House","","We the People","Chris Karr",1
"Addison","Granville","Granville","U.S. House","","We the People","Chris Karr",0
"Orleans","Greensboro","Greensboro","U.S. House","","We the People","Chris Karr",1
"Caledonia","Groton","Groton","U.S. House","","We the People","Chris Karr",2
"Essex","Guildhall","Guildhall","U.S. House","","We the People","Chris Karr",1
"Windham","Guilford","Guilford","U.S. House","","We the People","Chris Karr",1
"Windham","Halifax","Halifax","U.S. House","","We the People","Chris Karr",1
"Addison","Hancock","Hancock","U.S. House","","We the People","Chris Karr",0
"Caledonia","Hardwick","Hardwick","U.S. House","","We the People","Chris Karr",10
"Windsor","Hartford","Windsor 6-1","U.S. House","","We the People","Chris Karr",2
"Windsor","Hartford","Windsor 6-2","U.S. House","","We the People","Chris Karr",3
"Windsor","Hartland","Hartland","U.S. House","","We the People","Chris Karr",0
"Franklin","Highgate","Highgate","U.S. House","","We the People","Chris Karr",2
"Chittenden","Hinesburg","Chittenden 1-1","U.S. House","","We the People","Chris Karr",2
"Chittenden","Hinesburg","Chittenden 1-2","U.S. House","","We the People","Chris Karr",0
"Orleans","Holland","Holland","U.S. House","","We the People","Chris Karr",1
"Rutland","Hubbardton","Hubbardton","U.S. House","","We the People","Chris Karr",0
"Chittenden","Huntington","Huntington","U.S. House","","We the People","Chris Karr",1
"Lamoille","Hyde Park","Hyde Park","U.S. House","","We the People","Chris Karr",1
"Rutland","Ira","Rutland Rutland 1-1","U.S. House","","We the People","Chris Karr",0
"Rutland","Ira","Rutland Rutland 1-2","U.S. House","","We the People","Chris Karr",0
"Orleans","Irasburg","Irasburg","U.S. House","","We the People","Chris Karr",0
"Grand Isle","Isle La Motte","Isle La Motte","U.S. House","","We the People","Chris Karr",0
"Windham","Jamaica","Jamaica","U.S. House","","We the People","Chris Karr",2
"Orleans","Jay","Jay","U.S. House","","We the People","Chris Karr",0
"Chittenden","Jericho","Jericho","U.S. House","","We the People","Chris Karr",2
"Lamoille","Johnson","Johnson","U.S. House","","We the People","Chris Karr",3
"Rutland","Killington","Killington","U.S. House","","We the People","Chris Karr",1
"Caledonia","Kirby","Kirby","U.S. House","","We the People","Chris Karr",0
"Bennington","Landgrove","Landgrove","U.S. House","","We the People","Chris Karr",0
"Addison","Leicester","Leicester","U.S. House","","We the People","Chris Karr",0
"Essex","Lemington","Lemington","U.S. House","","We the People","Chris Karr",0
"Addison","Lincoln","Lincoln","U.S. House","","We the People","Chris Karr",0
"Windham","Londonderry","Londonderry","U.S. House","","We the People","Chris Karr",2
"Orleans","Lowell","Lowell","U.S. House","","We the People","Chris Karr",0
"Windsor","Ludlow","Ludlow","U.S. House","","We the People","Chris Karr",0
"Essex","Lunenburg","Lunenburg","U.S. House","","We the People","Chris Karr",4
"Caledonia","Lyndon","Lyndon","U.S. House","","We the People","Chris Karr",5
"Essex","Maidstone","Maidstone","U.S. House","","We the People","Chris Karr",1
"Bennington","Manchester","Manchester","U.S. House","","We the People","Chris Karr",5
"Windham","Marlboro","Marlboro","U.S. House","","We the People","Chris Karr",0
"Washington","Marshfield","Marshfield","U.S. House","","We the People","Chris Karr",8
"Rutland","Mendon","Mendon","U.S. House","","We the People","Chris Karr",1
"Addison","Middlebury","Middlebury","U.S. House","","We the People","Chris Karr",6
"Washington","Middlesex","Middlesex","U.S. House","","We the People","Chris Karr",4
"Rutland","Middletown Springs","Middletown Springs","U.S. House","","We the People","Chris Karr",0
"Chittenden","Milton","Chittenden 9","U.S. House","","We the People","Chris Karr",1
"Chittenden","Milton","Grand Isle-Chittenden 1-1","U.S. House","","We the People","Chris Karr",1
"Addison","Monkton","Monkton","U.S. House","","We the People","Chris Karr",1
"Franklin","Montgomery","Montgomery","U.S. House","","We the People","Chris Karr",1
"Washington","Montpelier","Montpelier","U.S. House","","We the People","Chris Karr",24
"Washington","Moretown","Moretown","U.S. House","","We the People","Chris Karr",4
"Orleans","Morgan","Morgan","U.S. House","","We the People","Chris Karr",0
"Lamoille","Morristown","Morristown","U.S. House","","We the People","Chris Karr",3
"Rutland","Mount Holly","Mount Holly","U.S. House","","We the People","Chris Karr",1
"Rutland","Mount Tabor","Mount Tabor","U.S. House","","We the People","Chris Karr",2
"Addison","New Haven","New Haven","U.S. House","","We the People","Chris Karr",2
"Caledonia","Newark","Newark","U.S. House","","We the People","Chris Karr",3
"Orange","Newbury","Center Town House","U.S. House","","We the People","Chris Karr",4
"Orange","Newbury","Town Office","U.S. House","","We the People","Chris Karr",0
"Orange","Newbury","West River Village","U.S. House","","We the People","Chris Karr",2
"Windham","Newfane","Newfane","U.S. House","","We the People","Chris Karr",2
"Orleans","Newport City","Newport City","U.S. House","","We the People","Chris Karr",5
"Orleans","Newport Town","Newport Town","U.S. House","","We the People","Chris Karr",2
"Grand Isle","North Hero","N. Hero","U.S. House","","We the People","Chris Karr",0
"Washington","Northfield","Northfield","U.S. House","","We the People","Chris Karr",4
"Essex","Norton","Norton","U.S. House","","We the People","Chris Karr",1
"Windsor","Norwich","Norwich","U.S. House","","We the People","Chris Karr",1
"Orange","Orange","Orange","U.S. House","","We the People","Chris Karr",1
"Addison","Orwell","Orwell","U.S. House","","We the People","Chris Karr",1
"Addison","Panton","Panton","U.S. House","","We the People","Chris Karr",0
"Rutland","Pawlet","Pawlet","U.S. House","","We the People","Chris Karr",4
"Caledonia","Peacham","Peacham","U.S. House","","We the People","Chris Karr",1
"Bennington","Peru","Peru","U.S. House","","We the People","Chris Karr",0
"Rutland","Pittsfield","Pittsfield","U.S. House","","We the People","Chris Karr",0
"Rutland","Pittsford","Pittsford","U.S. House","","We the People","Chris Karr",1
"Washington","Plainfield","Plainfield","U.S. House","","We the People","Chris Karr",5
"Windsor","Plymouth","Plymouth","U.S. House","","We the People","Chris Karr",1
"Windsor","Pomfret","Pomfret","U.S. House","","We the People","Chris Karr",2
"Rutland","Poultney","Poultney","U.S. House","","We the People","Chris Karr",1
"Bennington","Pownal","Pownal","U.S. House","","We the People","Chris Karr",15
"Rutland","Proctor","Proctor","U.S. House","","We the People","Chris Karr",0
"Windham","Putney","Putney","U.S. House","","We the People","Chris Karr",4
"Orange","Randolph","Randolph","U.S. House","","We the People","Chris Karr",2
"Windsor","Reading","Reading","U.S. House","","We the People","Chris Karr",0
"Bennington","Readsboro","Readsboro","U.S. House","","We the People","Chris Karr",3
"Franklin","Richford","Richford","U.S. House","","We the People","Chris Karr",2
"Chittenden","Richmond","Richmond","U.S. House","","We the People","Chris Karr",0
"Addison","Ripton","Ripton","U.S. House","","We the People","Chris Karr",0
"Windsor","Rochester","Rochester","U.S. House","","We the People","Chris Karr",5
"Windham","Rockingham","Rockingham","U.S. House","","We the People","Chris Karr",7
"Washington","Roxbury","Roxbury","U.S. House","","We the People","Chris Karr",2
"Windsor","Royalton","Royalton","U.S. House","","We the People","Chris Karr",4
"Bennington","Rupert","Rupert","U.S. House","","We the People","Chris Karr",2
"Rutland","Rutland City","Rutland 5-1","U.S. House","","We the People","Chris Karr",3
"Rutland","Rutland City","Rutland 5-2","U.S. House","","We the People","Chris Karr",1
"Rutland","Rutland City","Rutland 5-3","U.S. House","","We the People","Chris Karr",4
"Rutland","Rutland City","Rutland 5-4","U.S. House","","We the People","Chris Karr",3
"Rutland","Rutland Town","Elem. School","U.S. House","","We the People","Chris Karr",4
"Rutland","Rutland Town","Town Hall","U.S. House","","We the People","Chris Karr",0
"Caledonia","Ryegate","Ryegate","U.S. House","","We the People","Chris Karr",3
"Addison","Salisbury","Salisbury","U.S. House","","We the People","Chris Karr",0
"Bennington","Sandgate","Sandgate","U.S. House","","We the People","Chris Karr",0
"Bennington","Searsburg","Searsburg","U.S. House","","We the People","Chris Karr",1
"Bennington","Shaftsbury","Shaftsbury","U.S. House","","We the People","Chris Karr",8
"Windsor","Sharon","Sharon","U.S. House","","We the People","Chris Karr",0
"Caledonia","Sheffield","Sheffield","U.S. House","","We the People","Chris Karr",2
"Chittenden","Shelburne","Chittenden 5-1","U.S. House","","We the People","Chris Karr",1
"Chittenden","Shelburne","Chittenden 5-2","U.S. House","","We the People","Chris Karr",1
"Franklin","Sheldon","Sheldon","U.S. House","","We the People","Chris Karr",3
"Addison","Shoreham","Shoreham","U.S. House","","We the People","Chris Karr",1
"Rutland","Shrewsbury","Shrewsbury","U.S. House","","We the People","Chris Karr",3
"Chittenden","South Burlington","Chittenden 3-10","U.S. House","","We the People","Chris Karr",0
"Chittenden","South Burlington","Chittenden 3-7","U.S. House","","We the People","Chris Karr",1
"Chittenden","South Burlington","Chittenden 3-8","U.S. House","","We the People","Chris Karr",3
"Chittenden","South Burlington","Chittenden 3-9","U.S. House","","We the People","Chris Karr",2
"Grand Isle","South Hero","S. Hero","U.S. House","","We the People","Chris Karr",0
"Windsor","Springfield","Windsor 1-1","U.S. House","","We the People","Chris Karr",0
"Windsor","Springfield","Windsor 1-2","U.S. House","","We the People","Chris Karr",7
,"Saint  Albans City","St. Albans City","U.S. House","","We the People","Chris Karr",3
,"Saint  Albans Town","St. Albans Town","U.S. House","","We the People","Chris Karr",6
,"Saint  George","St. George","U.S. House","","We the People","Chris Karr",0
,"Saint  Johnsbury","St. Johnsbury","U.S. House","","We the People","Chris Karr",5
"Bennington","Stamford","Stamford","U.S. House","","We the People","Chris Karr",1
"Caledonia","Stannard","Stannard","U.S. House","","We the People","Chris Karr",1
"Addison","Starksboro","Starksboro","U.S. House","","We the People","Chris Karr",1
