"","Year","Office","Election Type","District","City/Town","Precinct","Candidate","Party","Votes"
"1","2000","Auditor","General","","Addison","","Elizabeth M. Ready","Democratic","272"
"2","2000","Auditor","General","","Albany","","Elizabeth M. Ready","Democratic","240"
"3","2000","Auditor","General","","Alburgh","","Elizabeth M. Ready","Democratic","392"
"4","2000","Auditor","General","","Andover","","Elizabeth M. Ready","Democratic","101"
"5","2000","Auditor","General","","Arlington","","Elizabeth M. Ready","Democratic","601"
"6","2000","Auditor","General","","Athens","","Elizabeth M. Ready","Democratic","46"
"7","2000","Auditor","General","","Bakersfield","","Elizabeth M. Ready","Democratic","371"
"8","2000","Auditor","General","","Baltimore","","Elizabeth M. Ready","Democratic","47"
"9","2000","Auditor","General","","Barnard","","Elizabeth M. Ready","Democratic","256"
"10","2000","Auditor","General","","Barnet","","Elizabeth M. Ready","Democratic","241"
"11","2000","Auditor","General","","Barre City","Washington 4-1","Elizabeth M. Ready","Democratic","841"
"12","2000","Auditor","General","","Barre City","Washington 4-2","Elizabeth M. Ready","Democratic","959"
"13","2000","Auditor","General","","Barre Town","","Elizabeth M. Ready","Democratic","1,636"
"14","2000","Auditor","General","","Barton","Barton Memorial","Elizabeth M. Ready","Democratic","316"
"15","2000","Auditor","General","","Barton","Orleans Memorial","Elizabeth M. Ready","Democratic","188"
"16","2000","Auditor","General","","Belvidere","","Elizabeth M. Ready","Democratic","57"
"17","2000","Auditor","General","","Bennington","Bennington 2-1","Elizabeth M. Ready","Democratic","1,125"
"18","2000","Auditor","General","","Bennington","Bennington 2-1 Nb","Elizabeth M. Ready","Democratic","371"
"19","2000","Auditor","General","","Bennington","Bennington 2-2","Elizabeth M. Ready","Democratic","479"
"20","2000","Auditor","General","","Bennington","Bennington 2-3","Elizabeth M. Ready","Democratic","1,546"
"21","2000","Auditor","General","","Bennington","Bennington 2-4","Elizabeth M. Ready","Democratic","13"
"22","2000","Auditor","General","","Benson","","Elizabeth M. Ready","Democratic","200"
"23","2000","Auditor","General","","Berkshire","","Elizabeth M. Ready","Democratic","327"
"24","2000","Auditor","General","","Berlin","","Elizabeth M. Ready","Democratic","568"
"25","2000","Auditor","General","","Bethel","","Elizabeth M. Ready","Democratic","430"
"26","2000","Auditor","General","","Bloomfield","","Elizabeth M. Ready","Democratic","33"
"27","2000","Auditor","General","","Bolton","","Elizabeth M. Ready","Democratic","318"
"28","2000","Auditor","General","","Bradford","","Elizabeth M. Ready","Democratic","500"
"29","2000","Auditor","General","","Braintree","","Elizabeth M. Ready","Democratic","239"
"30","2000","Auditor","General","","Brandon","","Elizabeth M. Ready","Democratic","887"
"31","2000","Auditor","General","","Brattleboro","Windham 2-1","Elizabeth M. Ready","Democratic","1,182"
"32","2000","Auditor","General","","Brattleboro","Windham 2-2","Elizabeth M. Ready","Democratic","1,105"
"33","2000","Auditor","General","","Brattleboro","Windham 2-3","Elizabeth M. Ready","Democratic","1,132"
"34","2000","Auditor","General","","Bridgewater","","Elizabeth M. Ready","Democratic","236"
"35","2000","Auditor","General","","Bridport","","Elizabeth M. Ready","Democratic","272"
"36","2000","Auditor","General","","Brighton","","Elizabeth M. Ready","Democratic","241"
"37","2000","Auditor","General","","Bristol","","Elizabeth M. Ready","Democratic","832"
"38","2000","Auditor","General","","Brookfield","","Elizabeth M. Ready","Democratic","310"
"39","2000","Auditor","General","","Brookline","","Elizabeth M. Ready","Democratic","127"
"40","2000","Auditor","General","","Brownington","","Elizabeth M. Ready","Democratic","152"
"41","2000","Auditor","General","","Brunswick","","Elizabeth M. Ready","Democratic","17"
"42","2000","Auditor","General","","Burke","","Elizabeth M. Ready","Democratic","244"
"43","2000","Auditor","General","","Burlington","Chittenden 7-1 Ward 5","Elizabeth M. Ready","Democratic","1,925"
"44","2000","Auditor","General","","Burlington","Chittenden 7-1 Ward 6","Elizabeth M. Ready","Democratic","847"
"45","2000","Auditor","General","","Burlington","Chittenden 7-2 Ward 2","Elizabeth M. Ready","Democratic","414"
"46","2000","Auditor","General","","Burlington","Chittenden 7-2 Ward 3","Elizabeth M. Ready","Democratic","1,654"
"47","2000","Auditor","General","","Burlington","Chittenden 7-2 Ward 5","Elizabeth M. Ready","Democratic","62"
"48","2000","Auditor","General","","Burlington","Chittenden 7-3 Ward 1","Elizabeth M. Ready","Democratic","1,706"
"49","2000","Auditor","General","","Burlington","Chittenden 7-3 Ward 2","Elizabeth M. Ready","Democratic","105"
"50","2000","Auditor","General","","Burlington","Chittenden 7-3 Ward 6","Elizabeth M. Ready","Democratic","299"
"51","2000","Auditor","General","","Burlington","Chittenden 7-4 Ward 2","Elizabeth M. Ready","Democratic","1,026"
"52","2000","Auditor","General","","Burlington","Chittenden 7-5 Ward 3","Elizabeth M. Ready","Democratic","69"
"53","2000","Auditor","General","","Burlington","Chittenden 7-5 Ward 4","Elizabeth M. Ready","Democratic","295"
"54","2000","Auditor","General","","Burlington","Chittenden 7-5 Ward 7","Elizabeth M. Ready","Democratic","862"
"55","2000","Auditor","General","","Burlington","Chittenden 7-6 Ward 4","Elizabeth M. Ready","Democratic","1,476"
"56","2000","Auditor","General","","Burlington","Chittenden 7-6 Ward 7","Elizabeth M. Ready","Democratic","848"
"57","2000","Auditor","General","","Burlington","Chittenden 7-7 Ward 6","Elizabeth M. Ready","Democratic","684"
"58","2000","Auditor","General","","Cabot","","Elizabeth M. Ready","Democratic","278"
"59","2000","Auditor","General","","Calais","","Elizabeth M. Ready","Democratic","528"
"60","2000","Auditor","General","","Cambridge","","Elizabeth M. Ready","Democratic","909"
"61","2000","Auditor","General","","Canaan","","Elizabeth M. Ready","Democratic","161"
"62","2000","Auditor","General","","Castleton","","Elizabeth M. Ready","Democratic","763"
"63","2000","Auditor","General","","Cavendish","","Elizabeth M. Ready","Democratic","274"
"64","2000","Auditor","General","","Charleston","","Elizabeth M. Ready","Democratic","161"
"65","2000","Auditor","General","","Charlotte","","Elizabeth M. Ready","Democratic","1,261"
"66","2000","Auditor","General","","Chelsea","","Elizabeth M. Ready","Democratic","259"
"67","2000","Auditor","General","","Chester","","Elizabeth M. Ready","Democratic","784"
"68","2000","Auditor","General","","Chittenden","","Elizabeth M. Ready","Democratic","253"
"69","2000","Auditor","General","","Clarendon","","Elizabeth M. Ready","Democratic","529"
"70","2000","Auditor","General","","Colchester","Chittenden 1-1","Elizabeth M. Ready","Democratic","2,653"
"71","2000","Auditor","General","","Colchester","Chittenden 1-2","Elizabeth M. Ready","Democratic","1,764"
"72","2000","Auditor","General","","Colchester","Chittenden 1-3","Elizabeth M. Ready","Democratic","23"
"73","2000","Auditor","General","","Concord","","Elizabeth M. Ready","Democratic","105"
"74","2000","Auditor","General","","Corinth","","Elizabeth M. Ready","Democratic","297"
"75","2000","Auditor","General","","Cornwall","","Elizabeth M. Ready","Democratic","364"
"76","2000","Auditor","General","","Coventry","","Elizabeth M. Ready","Democratic","149"
"77","2000","Auditor","General","","Craftsbury","","Elizabeth M. Ready","Democratic","316"
"78","2000","Auditor","General","","Danby","","Elizabeth M. Ready","Democratic","239"
"79","2000","Auditor","General","","Danville","","Elizabeth M. Ready","Democratic","327"
"80","2000","Auditor","General","","Derby","","Elizabeth M. Ready","Democratic","898"
"81","2000","Auditor","General","","Dorset","","Elizabeth M. Ready","Democratic","425"
"82","2000","Auditor","General","","Dover","","Elizabeth M. Ready","Democratic","217"
"83","2000","Auditor","General","","Dummerston","","Elizabeth M. Ready","Democratic","618"
"84","2000","Auditor","General","","Duxbury","","Elizabeth M. Ready","Democratic","341"
"85","2000","Auditor","General","","E. Haven","","Elizabeth M. Ready","Democratic","38"
"86","2000","Auditor","General","","E. Montpelier","","Elizabeth M. Ready","Democratic","737"
"87","2000","Auditor","General","","Eden","","Elizabeth M. Ready","Democratic","226"
"88","2000","Auditor","General","","Elmore","","Elizabeth M. Ready","Democratic","252"
"89","2000","Auditor","General","","Enosburgh","","Elizabeth M. Ready","Democratic","705"
"90","2000","Auditor","General","","Essex","Chittenden 2-1","Elizabeth M. Ready","Democratic","2,536"
"91","2000","Auditor","General","","Essex","Chittenden 2-3","Elizabeth M. Ready","Democratic","277"
"92","2000","Auditor","General","","Essex","Chittenden 2-4","Elizabeth M. Ready","Democratic","2,286"
