"","Year","Office","Election Type","District","City/Town","Precinct","Candidate","Party","Votes"
"172309","2012","Auditor","Primary","","Addison","","Doug Hoffer","Democratic","50"
"172310","2012","Auditor","Primary","","Albany","","Doug Hoffer","Democratic","24"
"172311","2012","Auditor","Primary","","Alburgh","","Doug Hoffer","Democratic","108"
"172312","2012","Auditor","Primary","","Andover","","Doug Hoffer","Democratic","28"
"172313","2012","Auditor","Primary","","Arlington","","Doug Hoffer","Democratic","79"
"172314","2012","Auditor","Primary","","Athens","","Doug Hoffer","Democratic","18"
"172315","2012","Auditor","Primary","","Bakersfield","","Doug Hoffer","Democratic","72"
"172316","2012","Auditor","Primary","","Baltimore","","Doug Hoffer","Democratic","3"
"172317","2012","Auditor","Primary","","Barnard","","Doug Hoffer","Democratic","60"
"172318","2012","Auditor","Primary","","Barnet","","Doug Hoffer","Democratic","62"
"172319","2012","Auditor","Primary","","Barre City","","Doug Hoffer","Democratic","307"
"172320","2012","Auditor","Primary","","Barre Town","","Doug Hoffer","Democratic","265"
"172321","2012","Auditor","Primary","","Barton","","Doug Hoffer","Democratic","52"
"172322","2012","Auditor","Primary","","Belvidere","","Doug Hoffer","Democratic","4"
"172323","2012","Auditor","Primary","","Bennington","Bennington 2-1","Doug Hoffer","Democratic","368"
"172324","2012","Auditor","Primary","","Bennington","Bennington 2-2","Doug Hoffer","Democratic","136"
"172325","2012","Auditor","Primary","","Benson","","Doug Hoffer","Democratic","30"
"172326","2012","Auditor","Primary","","Berkshire","","Doug Hoffer","Democratic","30"
"172327","2012","Auditor","Primary","","Berlin","","Doug Hoffer","Democratic","86"
"172328","2012","Auditor","Primary","","Bethel","","Doug Hoffer","Democratic","89"
"172329","2012","Auditor","Primary","","Bloomfield","","Doug Hoffer","Democratic","6"
"172330","2012","Auditor","Primary","","Bolton","","Doug Hoffer","Democratic","74"
"172331","2012","Auditor","Primary","","Bradford","","Doug Hoffer","Democratic","73"
"172332","2012","Auditor","Primary","","Braintree","","Doug Hoffer","Democratic","74"
"172333","2012","Auditor","Primary","","Brandon","","Doug Hoffer","Democratic","135"
"172334","2012","Auditor","Primary","","Brattleboro","Windham 2-1","Doug Hoffer","Democratic","249"
"172335","2012","Auditor","Primary","","Brattleboro","Windham 2-2","Doug Hoffer","Democratic","251"
"172336","2012","Auditor","Primary","","Brattleboro","Windham 2-3","Doug Hoffer","Democratic","467"
"172337","2012","Auditor","Primary","","Bridgewater","","Doug Hoffer","Democratic","35"
"172338","2012","Auditor","Primary","","Bridport","","Doug Hoffer","Democratic","51"
"172339","2012","Auditor","Primary","","Brighton","","Doug Hoffer","Democratic","34"
"172340","2012","Auditor","Primary","","Bristol","","Doug Hoffer","Democratic","147"
"172341","2012","Auditor","Primary","","Brookfield","","Doug Hoffer","Democratic","114"
"172342","2012","Auditor","Primary","","Brookline","","Doug Hoffer","Democratic","44"
"172343","2012","Auditor","Primary","","Brownington","","Doug Hoffer","Democratic","19"
"172344","2012","Auditor","Primary","","Brunswick","","Doug Hoffer","Democratic","4"
"172345","2012","Auditor","Primary","","Burke","","Doug Hoffer","Democratic","32"
"172346","2012","Auditor","Primary","","Burlington","Chittenden 6-1","Doug Hoffer","Democratic","876"
"172347","2012","Auditor","Primary","","Burlington","Chittenden 6-2","Doug Hoffer","Democratic","441"
"172348","2012","Auditor","Primary","","Burlington","Chittenden 6-3","Doug Hoffer","Democratic","389"
"172349","2012","Auditor","Primary","","Burlington","Chittenden 6-4","Doug Hoffer","Democratic","382"
"172350","2012","Auditor","Primary","","Burlington","Chittenden 6-5","Doug Hoffer","Democratic","999"
"172351","2012","Auditor","Primary","","Burlington","Chittenden 6-6","Doug Hoffer","Democratic","114"
"172352","2012","Auditor","Primary","","Burlington","Chittenden 6-7","Doug Hoffer","Democratic","12"
"172353","2012","Auditor","Primary","","Cabot","","Doug Hoffer","Democratic","49"
"172354","2012","Auditor","Primary","","Calais","","Doug Hoffer","Democratic","120"
"172355","2012","Auditor","Primary","","Cambridge","","Doug Hoffer","Democratic","121"
"172356","2012","Auditor","Primary","","Canaan","","Doug Hoffer","Democratic","19"
"172357","2012","Auditor","Primary","","Castleton","","Doug Hoffer","Democratic","60"
"172358","2012","Auditor","Primary","","Cavendish","","Doug Hoffer","Democratic","51"
"172359","2012","Auditor","Primary","","Charleston","","Doug Hoffer","Democratic","17"
"172360","2012","Auditor","Primary","","Charlotte","","Doug Hoffer","Democratic","290"
"172361","2012","Auditor","Primary","","Chelsea","","Doug Hoffer","Democratic","64"
"172362","2012","Auditor","Primary","","Chester","","Doug Hoffer","Democratic","147"
"172363","2012","Auditor","Primary","","Chittenden","","Doug Hoffer","Democratic","42"
"172364","2012","Auditor","Primary","","Clarendon","","Doug Hoffer","Democratic","44"
"172365","2012","Auditor","Primary","","Colchester","Chittenden 9-1","Doug Hoffer","Democratic","282"
"172366","2012","Auditor","Primary","","Colchester","Chittenden 9-2","Doug Hoffer","Democratic","398"
"172367","2012","Auditor","Primary","","Concord","","Doug Hoffer","Democratic","31"
"172368","2012","Auditor","Primary","","Corinth","","Doug Hoffer","Democratic","91"
"172369","2012","Auditor","Primary","","Cornwall","","Doug Hoffer","Democratic","99"
"172370","2012","Auditor","Primary","","Coventry","","Doug Hoffer","Democratic","27"
"172371","2012","Auditor","Primary","","Craftsbury","","Doug Hoffer","Democratic","51"
"172372","2012","Auditor","Primary","","Danby","","Doug Hoffer","Democratic","116"
"172373","2012","Auditor","Primary","","Danville","","Doug Hoffer","Democratic","86"
"172374","2012","Auditor","Primary","","Derby","","Doug Hoffer","Democratic","81"
"172375","2012","Auditor","Primary","","Dorset","","Doug Hoffer","Democratic","63"
"172376","2012","Auditor","Primary","","Dover","","Doug Hoffer","Democratic","55"
"172377","2012","Auditor","Primary","","Dummerston","","Doug Hoffer","Democratic","178"
"172378","2012","Auditor","Primary","","Duxbury","","Doug Hoffer","Democratic","75"
"172379","2012","Auditor","Primary","","E. Haven","","Doug Hoffer","Democratic","13"
"172380","2012","Auditor","Primary","","E. Montpelier","","Doug Hoffer","Democratic","184"
"172381","2012","Auditor","Primary","","Eden","","Doug Hoffer","Democratic","22"
"172382","2012","Auditor","Primary","","Elmore","","Doug Hoffer","Democratic","41"
"172383","2012","Auditor","Primary","","Enosburgh","","Doug Hoffer","Democratic","58"
"172384","2012","Auditor","Primary","","Essex","Chittenden 8-1","Doug Hoffer","Democratic","360"
"172385","2012","Auditor","Primary","","Essex","Chittenden 8-2","Doug Hoffer","Democratic","447"
"172386","2012","Auditor","Primary","","Essex","Chittenden 8-3","Doug Hoffer","Democratic","125"
"172387","2012","Auditor","Primary","","Fair Haven","","Doug Hoffer","Democratic","43"
"172388","2012","Auditor","Primary","","Fairfax","","Doug Hoffer","Democratic","120"
"172389","2012","Auditor","Primary","","Fairfield","","Doug Hoffer","Democratic","118"
"172390","2012","Auditor","Primary","","Fairlee","","Doug Hoffer","Democratic","38"
"172391","2012","Auditor","Primary","","Fayston","","Doug Hoffer","Democratic","49"
"172392","2012","Auditor","Primary","","Ferrisburgh","","Doug Hoffer","Democratic","130"
"172393","2012","Auditor","Primary","","Fletcher","","Doug Hoffer","Democratic","46"
"172394","2012","Auditor","Primary","","Franklin","","Doug Hoffer","Democratic","57"
"172395","2012","Auditor","Primary","","Georgia","","Doug Hoffer","Democratic","115"
"172396","2012","Auditor","Primary","","Glover","","Doug Hoffer","Democratic","75"
"172397","2012","Auditor","Primary","","Goshen","","Doug Hoffer","Democratic","14"
"172398","2012","Auditor","Primary","","Grafton","","Doug Hoffer","Democratic","88"
"172399","2012","Auditor","Primary","","Granby","","Doug Hoffer","Democratic","4"
"172400","2012","Auditor","Primary","","Grand Isle","","Doug Hoffer","Democratic","135"
"172401","2012","Auditor","Primary","","Granville","","Doug Hoffer","Democratic","16"
"172402","2012","Auditor","Primary","","Greensboro","","Doug Hoffer","Democratic","47"
"172403","2012","Auditor","Primary","","Groton","","Doug Hoffer","Democratic","22"
"172404","2012","Auditor","Primary","","Guildhall","","Doug Hoffer","Democratic","17"
"172405","2012","Auditor","Primary","","Guilford","","Doug Hoffer","Democratic","91"
"172406","2012","Auditor","Primary","","Halifax","","Doug Hoffer","Democratic","14"
"172407","2012","Auditor","Primary","","Hancock","","Doug Hoffer","Democratic","10"
"172408","2012","Auditor","Primary","","Hardwick","","Doug Hoffer","Democratic","83"
"172409","2012","Auditor","Primary","","Hartford","Windsor 4-1","Doug Hoffer","Democratic","49"
"172410","2012","Auditor","Primary","","Hartford","Windsor 4-2","Doug Hoffer","Democratic","209"
"172411","2012","Auditor","Primary","","Hartland","","Doug Hoffer","Democratic","163"
"172412","2012","Auditor","Primary","","Highgate","","Doug Hoffer","Democratic","61"
"172413","2012","Auditor","Primary","","Hinesburg","Chittenden 4-1","Doug Hoffer","Democratic","1"
"172414","2012","Auditor","Primary","","Hinesburg","Chittenden 4-2","Doug Hoffer","Democratic","207"
