"","Year","Office","Election Type","District","City/Town","Precinct","Candidate","Party","Votes"
"101966","2016","Auditor","General","","Brownington","","Doug Hoffer","Democratic/Progressive","153"
"101967","2016","Auditor","General","","Brunswick","","Doug Hoffer","Democratic/Progressive","19"
"101968","2016","Auditor","General","","Burke","","Doug Hoffer","Democratic/Progressive","343"
"101969","2016","Auditor","General","","Burlington","Chittenden 6-1","Doug Hoffer","Democratic/Progressive","2,826"
"101970","2016","Auditor","General","","Burlington","Chittenden 6-2","Doug Hoffer","Democratic/Progressive","1,587"
"101971","2016","Auditor","General","","Burlington","Chittenden 6-3","Doug Hoffer","Democratic/Progressive","2,585"
"101972","2016","Auditor","General","","Burlington","Chittenden 6-4","Doug Hoffer","Democratic/Progressive","1,698"
"101973","2016","Auditor","General","","Burlington","Chittenden 6-5","Doug Hoffer","Democratic/Progressive","3,491"
"101974","2016","Auditor","General","","Burlington","Chittenden 6-6","Doug Hoffer","Democratic/Progressive","752"
"101975","2016","Auditor","General","","Burlington","Chittenden 6-7","Doug Hoffer","Democratic/Progressive","86"
"101976","2016","Auditor","General","","Cabot","","Doug Hoffer","Democratic/Progressive","406"
"101977","2016","Auditor","General","","Calais","","Doug Hoffer","Democratic/Progressive","654"
"101978","2016","Auditor","General","","Cambridge","","Doug Hoffer","Democratic/Progressive","1,005"
"101979","2016","Auditor","General","","Canaan","","Doug Hoffer","Democratic/Progressive","136"
"101980","2016","Auditor","General","","Castleton","","Doug Hoffer","Democratic/Progressive","672"
"101981","2016","Auditor","General","","Cavendish","","Doug Hoffer","Democratic/Progressive","281"
"101982","2016","Auditor","General","","Charleston","","Doug Hoffer","Democratic/Progressive","159"
"101983","2016","Auditor","General","","Charlotte","","Doug Hoffer","Democratic/Progressive","1,440"
"101984","2016","Auditor","General","","Chelsea","","Doug Hoffer","Democratic/Progressive","272"
"101985","2016","Auditor","General","","Chester","","Doug Hoffer","Democratic/Progressive","752"
"101986","2016","Auditor","General","","Chittenden","","Doug Hoffer","Democratic/Progressive","292"
"101987","2016","Auditor","General","","Clarendon","","Doug Hoffer","Democratic/Progressive","439"
"101988","2016","Auditor","General","","Colchester","Chittenden 9-1","Doug Hoffer","Democratic/Progressive","1,653"
"101989","2016","Auditor","General","","Colchester","Chittenden 9-2","Doug Hoffer","Democratic/Progressive","2,172"
"101990","2016","Auditor","General","","Concord","","Doug Hoffer","Democratic/Progressive","196"
"101991","2016","Auditor","General","","Corinth","","Doug Hoffer","Democratic/Progressive","307"
"101992","2016","Auditor","General","","Cornwall","","Doug Hoffer","Democratic/Progressive","443"
"101993","2016","Auditor","General","","Coventry","","Doug Hoffer","Democratic/Progressive","208"
"101994","2016","Auditor","General","","Craftsbury","","Doug Hoffer","Democratic/Progressive","370"
"101995","2016","Auditor","General","","Danby","","Doug Hoffer","Democratic/Progressive","245"
"101996","2016","Auditor","General","","Danville","","Doug Hoffer","Democratic/Progressive","639"
"101997","2016","Auditor","General","","Derby","","Doug Hoffer","Democratic/Progressive","846"
"101998","2016","Auditor","General","","Dorset","","Doug Hoffer","Democratic/Progressive","559"
"101999","2016","Auditor","General","","Dover","","Doug Hoffer","Democratic/Progressive","336"
"102000","2016","Auditor","General","","Dummerston","","Doug Hoffer","Democratic/Progressive","733"
"102001","2016","Auditor","General","","Duxbury","","Doug Hoffer","Democratic/Progressive","411"
"102002","2016","Auditor","General","","E. Haven","","Doug Hoffer","Democratic/Progressive","43"
"102003","2016","Auditor","General","","E. Montpelier","","Doug Hoffer","Democratic/Progressive","993"
"102004","2016","Auditor","General","","Eden","","Doug Hoffer","Democratic/Progressive","233"
"102005","2016","Auditor","General","","Elmore","","Doug Hoffer","Democratic/Progressive","299"
"102006","2016","Auditor","General","","Enosburgh","","Doug Hoffer","Democratic/Progressive","580"
"102007","2016","Auditor","General","","Essex","Chittenden 8-1","Doug Hoffer","Democratic/Progressive","2,145"
"102008","2016","Auditor","General","","Essex","Chittenden 8-2","Doug Hoffer","Democratic/Progressive","2,335"
"102009","2016","Auditor","General","","Essex","Chittenden 8-3","Doug Hoffer","Democratic/Progressive","638"
"102010","2016","Auditor","General","","Fair Haven","","Doug Hoffer","Democratic/Progressive","445"
"102011","2016","Auditor","General","","Fairfax","","Doug Hoffer","Democratic/Progressive","1,000"
"102012","2016","Auditor","General","","Fairfield","","Doug Hoffer","Democratic/Progressive","486"
"102013","2016","Auditor","General","","Fairlee","","Doug Hoffer","Democratic/Progressive","305"
"102014","2016","Auditor","General","","Fayston","","Doug Hoffer","Democratic/Progressive","470"
"102015","2016","Auditor","General","","Ferrisburgh","","Doug Hoffer","Democratic/Progressive","815"
"102016","2016","Auditor","General","","Fletcher","","Doug Hoffer","Democratic/Progressive","327"
"102017","2016","Auditor","General","","Franklin","","Doug Hoffer","Democratic/Progressive","215"
"102018","2016","Auditor","General","","Georgia","","Doug Hoffer","Democratic/Progressive","909"
"102019","2016","Auditor","General","","Glover","","Doug Hoffer","Democratic/Progressive","266"
"102020","2016","Auditor","General","","Goshen","","Doug Hoffer","Democratic/Progressive","70"
"102021","2016","Auditor","General","","Grafton","","Doug Hoffer","Democratic/Progressive","171"
"102022","2016","Auditor","General","","Granby","","Doug Hoffer","Democratic/Progressive","13"
"102023","2016","Auditor","General","","Grand Isle","","Doug Hoffer","Democratic/Progressive","570"
"102024","2016","Auditor","General","","Granville","","Doug Hoffer","Democratic/Progressive","93"
"102025","2016","Auditor","General","","Greensboro","","Doug Hoffer","Democratic/Progressive","252"
"102026","2016","Auditor","General","","Groton","","Doug Hoffer","Democratic/Progressive","170"
"102027","2016","Auditor","General","","Guildhall","","Doug Hoffer","Democratic/Progressive","51"
"102028","2016","Auditor","General","","Guilford","","Doug Hoffer","Democratic/Progressive","696"
"102029","2016","Auditor","General","","Halifax","","Doug Hoffer","Democratic/Progressive","192"
"102030","2016","Auditor","General","","Hancock","","Doug Hoffer","Democratic/Progressive","84"
"102031","2016","Auditor","General","","Hardwick","","Doug Hoffer","Democratic/Progressive","656"
"102032","2016","Auditor","General","","Hartford","Windsor 4-1","Doug Hoffer","Democratic/Progressive","593"
"102033","2016","Auditor","General","","Hartford","Windsor 4-2","Doug Hoffer","Democratic/Progressive","2,143"
"102034","2016","Auditor","General","","Hartland","","Doug Hoffer","Democratic/Progressive","1,018"
"102035","2016","Auditor","General","","Highgate","","Doug Hoffer","Democratic/Progressive","536"
"102036","2016","Auditor","General","","Hinesburg","Chittenden 4-1","Doug Hoffer","Democratic/Progressive","14"
"102037","2016","Auditor","General","","Hinesburg","Chittenden 4-2","Doug Hoffer","Democratic/Progressive","1,531"
"102038","2016","Auditor","General","","Holland","","Doug Hoffer","Democratic/Progressive","94"
"102039","2016","Auditor","General","","Hubbardton","","Doug Hoffer","Democratic/Progressive","158"
"102040","2016","Auditor","General","","Huntington","","Doug Hoffer","Democratic/Progressive","779"
"102041","2016","Auditor","General","","Hyde Park","","Doug Hoffer","Democratic/Progressive","772"
"102042","2016","Auditor","General","","Ira","","Doug Hoffer","Democratic/Progressive","88"
"102043","2016","Auditor","General","","Irasburg","","Doug Hoffer","Democratic/Progressive","217"
"102044","2016","Auditor","General","","Isle La Motte","","Doug Hoffer","Democratic/Progressive","131"
"102045","2016","Auditor","General","","Jamaica","","Doug Hoffer","Democratic/Progressive","270"
"102046","2016","Auditor","General","","Jay","","Doug Hoffer","Democratic/Progressive","101"
"102047","2016","Auditor","General","","Jericho","","Doug Hoffer","Democratic/Progressive","1,712"
"102048","2016","Auditor","General","","Johnson","","Doug Hoffer","Democratic/Progressive","679"
"102049","2016","Auditor","General","","Killington","","Doug Hoffer","Democratic/Progressive","271"
"102050","2016","Auditor","General","","Kirby","","Doug Hoffer","Democratic/Progressive","132"
"102051","2016","Auditor","General","","Landgrove","","Doug Hoffer","Democratic/Progressive","39"
"102052","2016","Auditor","General","","Leicester","","Doug Hoffer","Democratic/Progressive","210"
"102053","2016","Auditor","General","","Lemington","","Doug Hoffer","Democratic/Progressive","17"
"102054","2016","Auditor","General","","Lincoln","","Doug Hoffer","Democratic/Progressive","481"
"102055","2016","Auditor","General","","Londonderry","","Doug Hoffer","Democratic/Progressive","415"
"102056","2016","Auditor","General","","Lowell","","Doug Hoffer","Democratic/Progressive","144"
"102057","2016","Auditor","General","","Ludlow","","Doug Hoffer","Democratic/Progressive","500"
"102058","2016","Auditor","General","","Lunenburg","","Doug Hoffer","Democratic/Progressive","148"
"102059","2016","Auditor","General","","Lyndon","","Doug Hoffer","Democratic/Progressive","806"
"102060","2016","Auditor","General","","Maidstone","","Doug Hoffer","Democratic/Progressive","29"
"102061","2016","Auditor","General","","Manchester","","Doug Hoffer","Democratic/Progressive","1,122"
"102062","2016","Auditor","General","","Marlboro","","Doug Hoffer","Democratic/Progressive","404"
"102063","2016","Auditor","General","","Marshfield","","Doug Hoffer","Democratic/Progressive","469"
"102064","2016","Auditor","General","","Mendon","","Doug Hoffer","Democratic/Progressive","242"
"102065","2016","Auditor","General","","Middlebury","","Doug Hoffer","Democratic/Progressive","2,317"
"102066","2016","Auditor","General","","Middlesex","","Doug Hoffer","Democratic/Progressive","702"
"102067","2016","Auditor","General","","Middletown Springs","","Doug Hoffer","Democratic/Progressive","217"
"102068","2016","Auditor","General","","Milton","Chittenden 10","Doug Hoffer","Democratic/Progressive","1,744"
"102069","2016","Auditor","General","","Milton","Grand Isle-Chittenden","Doug Hoffer","Democratic/Progressive","281"
"102070","2016","Auditor","General","","Monkton","","Doug Hoffer","Democratic/Progressive","615"
"102071","2016","Auditor","General","","Montgomery","","Doug Hoffer","Democratic/Progressive","334"
"102072","2016","Auditor","General","","Montpelier","","Doug Hoffer","Democratic/Progressive","3,406"
"102073","2016","Auditor","General","","Moretown","","Doug Hoffer","Democratic/Progressive","573"
"102074","2016","Auditor","General","","Morgan","","Doug Hoffer","Democratic/Progressive","107"
"102075","2016","Auditor","General","","Morristown","","Doug Hoffer","Democratic/Progressive","1,381"
"102076","2016","Auditor","General","","Mount Holly","","Doug Hoffer","Democratic/Progressive","314"
"102077","2016","Auditor","General","","Mount Tabor","","Doug Hoffer","Democratic/Progressive","40"
"102078","2016","Auditor","General","","New Haven","","Doug Hoffer","Democratic/Progressive","520"
"102079","2016","Auditor","General","","Newark","","Doug Hoffer","Democratic/Progressive","127"
"102080","2016","Auditor","General","","Newbury","","Doug Hoffer","Democratic/Progressive","498"
"102081","2016","Auditor","General","","Newfane","","Doug Hoffer","Democratic/Progressive","591"
"102082","2016","Auditor","General","","Newport City","","Doug Hoffer","Democratic/Progressive","709"
"102083","2016","Auditor","General","","Newport Town","","Doug Hoffer","Democratic/Progressive","271"
"102084","2016","Auditor","General","","N. Hero","","Doug Hoffer","Democratic/Progressive","281"
"102085","2016","Auditor","General","","Northfield","","Doug Hoffer","Democratic/Progressive","1,090"
"102086","2016","Auditor","General","","Norton","","Doug Hoffer","Democratic/Progressive","27"
"102087","2016","Auditor","General","","Norwich","","Doug Hoffer","Democratic/Progressive","1,624"
"102088","2016","Auditor","General","","Orange","","Doug Hoffer","Democratic/Progressive","187"
"102089","2016","Auditor","General","","Orwell","","Doug Hoffer","Democratic/Progressive","245"
"102090","2016","Auditor","General","","Panton","","Doug Hoffer","Democratic/Progressive","166"
"102091","2016","Auditor","General","","Pawlet","","Doug Hoffer","Democratic/Progressive","338"
"102092","2016","Auditor","General","","Peacham","","Doug Hoffer","Democratic/Progressive","268"
"102093","2016","Auditor","General","","Peru","","Doug Hoffer","Democratic/Progressive","123"
"102094","2016","Auditor","General","","Pittsfield","","Doug Hoffer","Democratic/Progressive","139"
"102095","2016","Auditor","General","","Pittsford","","Doug Hoffer","Democratic/Progressive","600"
"102096","2016","Auditor","General","","Plainfield","","Doug Hoffer","Democratic/Progressive","429"
"102097","2016","Auditor","General","","Plymouth","","Doug Hoffer","Democratic/Progressive","167"
"102098","2016","Auditor","General","","Pomfret","","Doug Hoffer","Democratic/Progressive","349"
"102099","2016","Auditor","General","","Poultney","","Doug Hoffer","Democratic/Progressive","593"
"102100","2016","Auditor","General","","Pownal","","Doug Hoffer","Democratic/Progressive","713"
"102101","2016","Auditor","General","","Proctor","","Doug Hoffer","Democratic/Progressive","364"
"102102","2016","Auditor","General","","Putney","","Doug Hoffer","Democratic/Progressive","882"
"102103","2016","Auditor","General","","Randolph","","Doug Hoffer","Democratic/Progressive","1,117"
"102104","2016","Auditor","General","","Reading","","Doug Hoffer","Democratic/Progressive","169"
"102105","2016","Auditor","General","","Readsboro","","Doug Hoffer","Democratic/Progressive","161"
"102106","2016","Auditor","General","","Richford","","Doug Hoffer","Democratic/Progressive","383"
"102107","2016","Auditor","General","","Richmond","","Doug Hoffer","Democratic/Progressive","1,442"
"102108","2016","Auditor","General","","Ripton","","Doug Hoffer","Democratic/Progressive","216"
"102109","2016","Auditor","General","","Rochester","","Doug Hoffer","Democratic/Progressive","360"
"102110","2016","Auditor","General","","Rockingham","","Doug Hoffer","Democratic/Progressive","1,203"
"102111","2016","Auditor","General","","Roxbury","","Doug Hoffer","Democratic/Progressive","196"
"102112","2016","Auditor","General","","Royalton","","Doug Hoffer","Democratic/Progressive","631"
"102113","2016","Auditor","General","","Rupert","","Doug Hoffer","Democratic/Progressive","185"
"102114","2016","Auditor","General","","Rutland City","Rutland 5-1","Doug Hoffer","Democratic/Progressive","934"
"102115","2016","Auditor","General","","Rutland City","Rutland 5-2","Doug Hoffer","Democratic/Progressive","807"
"102116","2016","Auditor","General","","Rutland City","Rutland 5-3","Doug Hoffer","Democratic/Progressive","549"
"102117","2016","Auditor","General","","Rutland City","Rutland 5-4","Doug Hoffer","Democratic/Progressive","761"
"102118","2016","Auditor","General","","Rutland Town","","Doug Hoffer","Democratic/Progressive","917"
"102119","2016","Auditor","General","","Ryegate","","Doug Hoffer","Democratic/Progressive","244"
"102120","2016","Auditor","General","","Salisbury","","Doug Hoffer","Democratic/Progressive","259"
"102121","2016","Auditor","General","","Sandgate","","Doug Hoffer","Democratic/Progressive","96"
"102122","2016","Auditor","General","","Searsburg","","Doug Hoffer","Democratic/Progressive","19"
"102123","2016","Auditor","General","","Shaftsbury","","Doug Hoffer","Democratic/Progressive","835"
"102124","2016","Auditor","General","","Sharon","","Doug Hoffer","Democratic/Progressive","398"
"102125","2016","Auditor","General","","Sheffield","","Doug Hoffer","Democratic/Progressive","119"
"102126","2016","Auditor","General","","Shelburne","Chittenden 5-1","Doug Hoffer","Democratic/Progressive","1,596"
"102127","2016","Auditor","General","","Shelburne","Chittenden 5-2","Doug Hoffer","Democratic/Progressive","1,166"
"102128","2016","Auditor","General","","Sheldon","","Doug Hoffer","Democratic/Progressive","336"
"102129","2016","Auditor","General","","Shoreham","","Doug Hoffer","Democratic/Progressive","316"
"102130","2016","Auditor","General","","Shrewsbury","","Doug Hoffer","Democratic/Progressive","318"
"102131","2016","Auditor","General","","S. Burlington","Chittenden 7-1","Doug Hoffer","Democratic/Progressive","1,583"
"102132","2016","Auditor","General","","S. Burlington","Chittenden 7-2","Doug Hoffer","Democratic/Progressive","1,631"
"102133","2016","Auditor","General","","S. Burlington","Chittenden 7-3","Doug Hoffer","Democratic/Progressive","1,550"
"102134","2016","Auditor","General","","S. Burlington","Chittenden 7-4","Doug Hoffer","Democratic/Progressive","1,317"
"102135","2016","Auditor","General","","S. Hero","","Doug Hoffer","Democratic/Progressive","584"
"102136","2016","Auditor","General","","Springfield","Windsor 3-1","Doug Hoffer","Democratic/Progressive","66"
"102137","2016","Auditor","General","","Springfield","Windsor 3-2","Doug Hoffer","Democratic/Progressive","1,720"
"102138","2016","Auditor","General","","St. Albans City","","Doug Hoffer","Democratic/Progressive","1,270"
"102139","2016","Auditor","General","","St. Albans Town","Franklin 3-1","Doug Hoffer","Democratic/Progressive","433"
"102140","2016","Auditor","General","","St. Albans Town","Franklin 3-2","Doug Hoffer","Democratic/Progressive","914"
"102141","2016","Auditor","General","","St. George","","Doug Hoffer","Democratic/Progressive","186"
"102142","2016","Auditor","General","","St. Johnsbury","","Doug Hoffer","Democratic/Progressive","1,395"
"102143","2016","Auditor","General","","Stamford","","Doug Hoffer","Democratic/Progressive","174"
"102144","2016","Auditor","General","","Stannard","","Doug Hoffer","Democratic/Progressive","58"
"102145","2016","Auditor","General","","Starksboro","","Doug Hoffer","Democratic/Progressive","517"
"102146","2016","Auditor","General","","Stockbridge","","Doug Hoffer","Democratic/Progressive","202"
"102147","2016","Auditor","General","","Stowe","","Doug Hoffer","Democratic/Progressive","1,429"
"102148","2016","Auditor","General","","Strafford","","Doug Hoffer","Democratic/Progressive","455"
"102149","2016","Auditor","General","","Stratton","","Doug Hoffer","Democratic/Progressive","44"
"102150","2016","Auditor","General","","Sudbury","","Doug Hoffer","Democratic/Progressive","162"
"102151","2016","Auditor","General","","Sunderland","Bennington 3","Doug Hoffer","Democratic/Progressive","59"
"102152","2016","Auditor","General","","Sunderland","Bennington 4","Doug Hoffer","Democratic/Progressive","184"
"102153","2016","Auditor","General","","Sutton","","Doug Hoffer","Democratic/Progressive","167"
"102154","2016","Auditor","General","","Swanton","","Doug Hoffer","Democratic/Progressive","1,131"
"102155","2016","Auditor","General","","Thetford","","Doug Hoffer","Democratic/Progressive","1,011"
"102156","2016","Auditor","General","","Tinmouth","Rutland 2","Doug Hoffer","Democratic/Progressive","36"
"102157","2016","Auditor","General","","Tinmouth","Rutland-Bennington","Doug Hoffer","Democratic/Progressive","111"
"102158","2016","Auditor","General","","Topsham","","Doug Hoffer","Democratic/Progressive","217"
"102159","2016","Auditor","General","","Townshend","","Doug Hoffer","Democratic/Progressive","349"
"102160","2016","Auditor","General","","Troy","Orleans 2","Doug Hoffer","Democratic/Progressive","62"
"102161","2016","Auditor","General","","Troy","Orleans-Lamoille","Doug Hoffer","Democratic/Progressive","210"
"102162","2016","Auditor","General","","Tunbridge","","Doug Hoffer","Democratic/Progressive","358"
"102163","2016","Auditor","General","","Underhill","","Doug Hoffer","Democratic/Progressive","1,051"
"102164","2016","Auditor","General","","Vergennes","","Doug Hoffer","Democratic/Progressive","682"
"102165","2016","Auditor","General","","Vernon","","Doug Hoffer","Democratic/Progressive","416"
"102166","2016","Auditor","General","","Vershire","","Doug Hoffer","Democratic/Progressive","187"
"102167","2016","Auditor","General","","Victory","","Doug Hoffer","Democratic/Progressive","26"
"102168","2016","Auditor","General","","Waitsfield","","Doug Hoffer","Democratic/Progressive","634"
"102169","2016","Auditor","General","","Walden","","Doug Hoffer","Democratic/Progressive","252"
"102170","2016","Auditor","General","","Wallingford","","Doug Hoffer","Democratic/Progressive","460"
"102171","2016","Auditor","General","","Waltham","","Doug Hoffer","Democratic/Progressive","141"
"102172","2016","Auditor","General","","Wardsboro","","Doug Hoffer","Democratic/Progressive","184"
"102173","2016","Auditor","General","","Warren","","Doug Hoffer","Democratic/Progressive","641"
"102174","2016","Auditor","General","","Washington","","Doug Hoffer","Democratic/Progressive","200"
"102175","2016","Auditor","General","","Waterbury","","Doug Hoffer","Democratic/Progressive","1,738"
"102176","2016","Auditor","General","","Waterford","","Doug Hoffer","Democratic/Progressive","269"
"102177","2016","Auditor","General","","Waterville","","Doug Hoffer","Democratic/Progressive","144"
"102178","2016","Auditor","General","","Weathersfield","","Doug Hoffer","Democratic/Progressive","664"
"102179","2016","Auditor","General","","Wells","","Doug Hoffer","Democratic/Progressive","204"
"102180","2016","Auditor","General","","W. Fairlee","","Doug Hoffer","Democratic/Progressive","148"
"102181","2016","Auditor","General","","W. Haven","","Doug Hoffer","Democratic/Progressive","51"
"102182","2016","Auditor","General","","W. Rutland","","Doug Hoffer","Democratic/Progressive","383"
"102183","2016","Auditor","General","","W. Windsor","","Doug Hoffer","Democratic/Progressive","350"
"102184","2016","Auditor","General","","Westfield","","Doug Hoffer","Democratic/Progressive","144"
"102185","2016","Auditor","General","","Westford","","Doug Hoffer","Democratic/Progressive","578"
"102186","2016","Auditor","General","","Westminster","Windham 3","Doug Hoffer","Democratic/Progressive","37"
"102187","2016","Auditor","General","","Westminster","Windham 4","Doug Hoffer","Democratic/Progressive","905"
"102188","2016","Auditor","General","","Westmore","","Doug Hoffer","Democratic/Progressive","89"
"102189","2016","Auditor","General","","Weston","","Doug Hoffer","Democratic/Progressive","211"
"102190","2016","Auditor","General","","Weybridge","","Doug Hoffer","Democratic/Progressive","354"
"102191","2016","Auditor","General","","Wheelock","","Doug Hoffer","Democratic/Progressive","156"
"102192","2016","Auditor","General","","Whiting","","Doug Hoffer","Democratic/Progressive","101"
"102193","2016","Auditor","General","","Whitingham","Windham 6","Doug Hoffer","Democratic/Progressive","244"
"102194","2016","Auditor","General","","Whitingham","Windham-Bennington","Doug Hoffer","Democratic/Progressive","16"
"102195","2016","Auditor","General","","Williamstown","","Doug Hoffer","Democratic/Progressive","644"
"102196","2016","Auditor","General","","Williston","","Doug Hoffer","Democratic/Progressive","2,812"
"102197","2016","Auditor","General","","Wilmington","","Doug Hoffer","Democratic/Progressive","482"
"102198","2016","Auditor","General","","Windham","","Doug Hoffer","Democratic/Progressive","123"
"102199","2016","Auditor","General","","Windsor","","Doug Hoffer","Democratic/Progressive","893"
"102200","2016","Auditor","General","","Winhall","","Doug Hoffer","Democratic/Progressive","254"
"102201","2016","Auditor","General","","Winooski","","Doug Hoffer","Democratic/Progressive","1,938"
"102202","2016","Auditor","General","","Wolcott","","Doug Hoffer","Democratic/Progressive","390"
"102203","2016","Auditor","General","","Woodbury","","Doug Hoffer","Democratic/Progressive","285"
"102204","2016","Auditor","General","","Woodford","","Doug Hoffer","Democratic/Progressive","88"
"102205","2016","Auditor","General","","Woodstock","","Doug Hoffer","Democratic/Progressive","1,054"
"102206","2016","Auditor","General","","Worcester","","Doug Hoffer","Democratic/Progressive","383"
"102207","2016","Auditor","General","","Addison","","Dan Feliciano","Republican","427"
"102208","2016","Auditor","General","","Albany","","Dan Feliciano","Republican","176"
"102209","2016","Auditor","General","","Alburgh","","Dan Feliciano","Republican","386"
"102210","2016","Auditor","General","","Andover","","Dan Feliciano","Republican","134"
"102211","2016","Auditor","General","","Arlington","","Dan Feliciano","Republican","508"
"102212","2016","Auditor","General","","Athens","","Dan Feliciano","Republican","62"
"102213","2016","Auditor","General","","Bakersfield","","Dan Feliciano","Republican","248"
"102214","2016","Auditor","General","","Baltimore","","Dan Feliciano","Republican","62"
"102215","2016","Auditor","General","","Barnard","","Dan Feliciano","Republican","198"
"102216","2016","Auditor","General","","Barnet","","Dan Feliciano","Republican","373"
"102217","2016","Auditor","General","","Barre City","","Dan Feliciano","Republican","1,297"
"102218","2016","Auditor","General","","Barre Town","","Dan Feliciano","Republican","2,160"
"102219","2016","Auditor","General","","Barton","","Dan Feliciano","Republican","431"
"102220","2016","Auditor","General","","Belvidere","","Dan Feliciano","Republican","84"
"102221","2016","Auditor","General","","Bennington","Bennington 2-1","Dan Feliciano","Republican","1,002"
"102222","2016","Auditor","General","","Bennington","Bennington 2-2","Dan Feliciano","Republican","994"
"102223","2016","Auditor","General","","Benson","","Dan Feliciano","Republican","241"
"102224","2016","Auditor","General","","Berkshire","","Dan Feliciano","Republican","297"
"102225","2016","Auditor","General","","Berlin","","Dan Feliciano","Republican","555"
"102226","2016","Auditor","General","","Bethel","","Dan Feliciano","Republican","346"
"102227","2016","Auditor","General","","Bloomfield","","Dan Feliciano","Republican","45"
"102228","2016","Auditor","General","","Bolton","","Dan Feliciano","Republican","247"
"102229","2016","Auditor","General","","Bradford","","Dan Feliciano","Republican","460"
"102230","2016","Auditor","General","","Braintree","","Dan Feliciano","Republican","242"
"102231","2016","Auditor","General","","Brandon","","Dan Feliciano","Republican","783"
"102232","2016","Auditor","General","","Brattleboro","Windham 2-1","Dan Feliciano","Republican","500"
"102233","2016","Auditor","General","","Brattleboro","Windham 2-2","Dan Feliciano","Republican","239"
"102234","2016","Auditor","General","","Brattleboro","Windham 2-3","Dan Feliciano","Republican","279"
"102235","2016","Auditor","General","","Bridgewater","","Dan Feliciano","Republican","206"
"102236","2016","Auditor","General","","Bridport","","Dan Feliciano","Republican","327"
"102237","2016","Auditor","General","","Brighton","","Dan Feliciano","Republican","230"
"102238","2016","Auditor","General","","Bristol","","Dan Feliciano","Republican","705"
"102239","2016","Auditor","General","","Brookfield","","Dan Feliciano","Republican","303"
"102240","2016","Auditor","General","","Brookline","","Dan Feliciano","Republican","84"
"102241","2016","Auditor","General","","Brownington","","Dan Feliciano","Republican","159"
"102242","2016","Auditor","General","","Brunswick","","Dan Feliciano","Republican","26"
"102243","2016","Auditor","General","","Burke","","Dan Feliciano","Republican","370"
"102244","2016","Auditor","General","","Burlington","Chittenden 6-1","Dan Feliciano","Republican","1,103"
