"","Year","Office","Election Type","District","City/Town","Precinct","Candidate","Party","Votes"
"152284","2008","Auditor","Primary","","Brighton","","Thomas M. Salmon","Democratic","12"
"152285","2008","Auditor","Primary","","Bristol","","Thomas M. Salmon","Democratic","86"
"152286","2008","Auditor","Primary","","Brookfield","","Thomas M. Salmon","Democratic","29"
"152287","2008","Auditor","Primary","","Brookline","","Thomas M. Salmon","Democratic","18"
"152288","2008","Auditor","Primary","","Brownington","","Thomas M. Salmon","Democratic","8"
"152289","2008","Auditor","Primary","","Brunswick","","Thomas M. Salmon","Democratic","1"
"152290","2008","Auditor","Primary","","Burke","","Thomas M. Salmon","Democratic","24"
"152291","2008","Auditor","Primary","","Burlington","Chittenden 3-1","Thomas M. Salmon","Democratic","409"
"152292","2008","Auditor","Primary","","Burlington","Chittenden 3-2","Thomas M. Salmon","Democratic","199"
"152293","2008","Auditor","Primary","","Burlington","Chittenden 3-3","Thomas M. Salmon","Democratic","256"
"152294","2008","Auditor","Primary","","Burlington","Chittenden 3-4","Thomas M. Salmon","Democratic","177"
"152295","2008","Auditor","Primary","","Burlington","Chittenden 3-5","Thomas M. Salmon","Democratic","760"
"152296","2008","Auditor","Primary","","Burlington","Chittenden 3-6","Thomas M. Salmon","Democratic","52"
"152297","2008","Auditor","Primary","","Cabot","","Thomas M. Salmon","Democratic","52"
"152298","2008","Auditor","Primary","","Calais","","Thomas M. Salmon","Democratic","72"
"152299","2008","Auditor","Primary","","Cambridge","","Thomas M. Salmon","Democratic","47"
"152300","2008","Auditor","Primary","","Canaan","","Thomas M. Salmon","Democratic","15"
"152301","2008","Auditor","Primary","","Castleton","","Thomas M. Salmon","Democratic","36"
"152302","2008","Auditor","Primary","","Cavendish","","Thomas M. Salmon","Democratic","43"
"152303","2008","Auditor","Primary","","Charleston","","Thomas M. Salmon","Democratic","17"
"152304","2008","Auditor","Primary","","Charlotte","","Thomas M. Salmon","Democratic","118"
"152305","2008","Auditor","Primary","","Chelsea","","Thomas M. Salmon","Democratic","25"
"152306","2008","Auditor","Primary","","Chester","","Thomas M. Salmon","Democratic","143"
"152307","2008","Auditor","Primary","","Chittenden","","Thomas M. Salmon","Democratic","31"
"152308","2008","Auditor","Primary","","Clarendon","","Thomas M. Salmon","Democratic","80"
"152309","2008","Auditor","Primary","","Colchester","Chittenden 7-1","Thomas M. Salmon","Democratic","75"
"152310","2008","Auditor","Primary","","Colchester","Chittenden 7-2","Thomas M. Salmon","Democratic","72"
"152311","2008","Auditor","Primary","","Concord","","Thomas M. Salmon","Democratic","29"
"152312","2008","Auditor","Primary","","Corinth","","Thomas M. Salmon","Democratic","62"
"152313","2008","Auditor","Primary","","Cornwall","","Thomas M. Salmon","Democratic","56"
"152314","2008","Auditor","Primary","","Coventry","","Thomas M. Salmon","Democratic","14"
"152315","2008","Auditor","Primary","","Craftsbury","","Thomas M. Salmon","Democratic","53"
"152316","2008","Auditor","Primary","","Danby","","Thomas M. Salmon","Democratic","73"
"152317","2008","Auditor","Primary","","Danville","","Thomas M. Salmon","Democratic","74"
"152318","2008","Auditor","Primary","","Derby","","Thomas M. Salmon","Democratic","71"
"152319","2008","Auditor","Primary","","Dorset","","Thomas M. Salmon","Democratic","53"
"152320","2008","Auditor","Primary","","Dover","","Thomas M. Salmon","Democratic","35"
"152321","2008","Auditor","Primary","","Dummerston","","Thomas M. Salmon","Democratic","257"
"152322","2008","Auditor","Primary","","Duxbury","","Thomas M. Salmon","Democratic","68"
"152323","2008","Auditor","Primary","","E. Haven","","Thomas M. Salmon","Democratic","9"
"152324","2008","Auditor","Primary","","E. Montpelier","","Thomas M. Salmon","Democratic","85"
"152325","2008","Auditor","Primary","","Eden","","Thomas M. Salmon","Democratic","14"
"152326","2008","Auditor","Primary","","Elmore","","Thomas M. Salmon","Democratic","34"
"152327","2008","Auditor","Primary","","Enosburgh","","Thomas M. Salmon","Democratic","53"
"152328","2008","Auditor","Primary","","Essex","Chittenden 6-1","Thomas M. Salmon","Democratic","101"
"152329","2008","Auditor","Primary","","Essex","Chittenden 6-2","Thomas M. Salmon","Democratic","126"
"152330","2008","Auditor","Primary","","Essex","Chittenden 6-3","Thomas M. Salmon","Democratic","36"
"152331","2008","Auditor","Primary","","Fair Haven","","Thomas M. Salmon","Democratic","20"
"152332","2008","Auditor","Primary","","Fairfax","","Thomas M. Salmon","Democratic","77"
"152333","2008","Auditor","Primary","","Fairfield","","Thomas M. Salmon","Democratic","13"
"152334","2008","Auditor","Primary","","Fairlee","","Thomas M. Salmon","Democratic","35"
"152335","2008","Auditor","Primary","","Fayston","","Thomas M. Salmon","Democratic","25"
"152336","2008","Auditor","Primary","","Ferrisburgh","","Thomas M. Salmon","Democratic","68"
"152337","2008","Auditor","Primary","","Fletcher","","Thomas M. Salmon","Democratic","25"
"152338","2008","Auditor","Primary","","Franklin","","Thomas M. Salmon","Democratic","30"
"152339","2008","Auditor","Primary","","Georgia","","Thomas M. Salmon","Democratic","60"
"152340","2008","Auditor","Primary","","Glover","","Thomas M. Salmon","Democratic","42"
"152341","2008","Auditor","Primary","","Goshen","","Thomas M. Salmon","Democratic","17"
"152342","2008","Auditor","Primary","","Grafton","","Thomas M. Salmon","Democratic","23"
"152343","2008","Auditor","Primary","","Granby","","Thomas M. Salmon","Democratic","4"
"152344","2008","Auditor","Primary","","Grand Isle","","Thomas M. Salmon","Democratic","58"
"152345","2008","Auditor","Primary","","Granville","","Thomas M. Salmon","Democratic","3"
"152346","2008","Auditor","Primary","","Greensboro","","Thomas M. Salmon","Democratic","44"
"152347","2008","Auditor","Primary","","Groton","","Thomas M. Salmon","Democratic","26"
"152348","2008","Auditor","Primary","","Guildhall","","Thomas M. Salmon","Democratic","8"
"152349","2008","Auditor","Primary","","Guilford","","Thomas M. Salmon","Democratic","55"
"152350","2008","Auditor","Primary","","Halifax","","Thomas M. Salmon","Democratic","12"
"152351","2008","Auditor","Primary","","Hancock","","Thomas M. Salmon","Democratic","8"
"152352","2008","Auditor","Primary","","Hardwick","","Thomas M. Salmon","Democratic","44"
"152353","2008","Auditor","Primary","","Hartford","Windsor 6-1","Thomas M. Salmon","Democratic","21"
"152354","2008","Auditor","Primary","","Hartford","Windsor 6-2","Thomas M. Salmon","Democratic","103"
"152355","2008","Auditor","Primary","","Hartland","","Thomas M. Salmon","Democratic","157"
"152356","2008","Auditor","Primary","","Highgate","","Thomas M. Salmon","Democratic","45"
"152357","2008","Auditor","Primary","","Hinesburg","Chittenden 1-1","Thomas M. Salmon","Democratic","128"
"152358","2008","Auditor","Primary","","Hinesburg","Chittenden 1-2","Thomas M. Salmon","Democratic","3"
"152359","2008","Auditor","Primary","","Holland","","Thomas M. Salmon","Democratic","7"
"152360","2008","Auditor","Primary","","Hubbardton","","Thomas M. Salmon","Democratic","13"
"152361","2008","Auditor","Primary","","Huntington","","Thomas M. Salmon","Democratic","142"
"152362","2008","Auditor","Primary","","Hyde Park","","Thomas M. Salmon","Democratic","37"
"152363","2008","Auditor","Primary","","Ira","Rutland Rutland 1-1","Thomas M. Salmon","Democratic","0"
"152364","2008","Auditor","Primary","","Ira","Rutland Rutland 1-2","Thomas M. Salmon","Democratic","16"
"152365","2008","Auditor","Primary","","Irasburg","","Thomas M. Salmon","Democratic","20"
"152366","2008","Auditor","Primary","","Isle La Motte","","Thomas M. Salmon","Democratic","22"
"152367","2008","Auditor","Primary","","Jamaica","","Thomas M. Salmon","Democratic","26"
"152368","2008","Auditor","Primary","","Jay","","Thomas M. Salmon","Democratic","7"
"152369","2008","Auditor","Primary","","Jericho","","Thomas M. Salmon","Democratic","159"
"152370","2008","Auditor","Primary","","Johnson","","Thomas M. Salmon","Democratic","35"
"152371","2008","Auditor","Primary","","Killington","","Thomas M. Salmon","Democratic","18"
"152372","2008","Auditor","Primary","","Kirby","","Thomas M. Salmon","Democratic","4"
"152373","2008","Auditor","Primary","","Landgrove","","Thomas M. Salmon","Democratic","5"
"152374","2008","Auditor","Primary","","Leicester","","Thomas M. Salmon","Democratic","35"
"152375","2008","Auditor","Primary","","Lincoln","","Thomas M. Salmon","Democratic","73"
"152376","2008","Auditor","Primary","","Londonderry","","Thomas M. Salmon","Democratic","24"
"152377","2008","Auditor","Primary","","Lowell","","Thomas M. Salmon","Democratic","17"
"152378","2008","Auditor","Primary","","Ludlow","","Thomas M. Salmon","Democratic","61"
"152379","2008","Auditor","Primary","","Lunenburg","","Thomas M. Salmon","Democratic","16"
"152380","2008","Auditor","Primary","","Lyndon","","Thomas M. Salmon","Democratic","48"
"152381","2008","Auditor","Primary","","Maidstone","","Thomas M. Salmon","Democratic","5"
"152382","2008","Auditor","Primary","","Manchester","","Thomas M. Salmon","Democratic","74"
"152383","2008","Auditor","Primary","","Marlboro","","Thomas M. Salmon","Democratic","74"
"152384","2008","Auditor","Primary","","Marshfield","","Thomas M. Salmon","Democratic","55"
"152385","2008","Auditor","Primary","","Mendon","","Thomas M. Salmon","Democratic","112"
"152386","2008","Auditor","Primary","","Middlebury","","Thomas M. Salmon","Democratic","43"
"152387","2008","Auditor","Primary","","Middlesex","","Thomas M. Salmon","Democratic","55"
"152388","2008","Auditor","Primary","","Middletown Springs","","Thomas M. Salmon","Democratic","31"
"152389","2008","Auditor","Primary","","Milton","Chittenden 9","Thomas M. Salmon","Democratic","121"
"152390","2008","Auditor","Primary","","Milton","Grand Isle-Chittenden 1-1","Thomas M. Salmon","Democratic","22"
"152391","2008","Auditor","Primary","","Monkton","","Thomas M. Salmon","Democratic","42"
"152392","2008","Auditor","Primary","","Montgomery","","Thomas M. Salmon","Democratic","24"
"152393","2008","Auditor","Primary","","Montpelier","","Thomas M. Salmon","Democratic","1,000"
"152394","2008","Auditor","Primary","","Moretown","","Thomas M. Salmon","Democratic","44"
"152395","2008","Auditor","Primary","","Morgan","","Thomas M. Salmon","Democratic","20"
"152396","2008","Auditor","Primary","","Morristown","","Thomas M. Salmon","Democratic","69"
"152397","2008","Auditor","Primary","","Mount Holly","","Thomas M. Salmon","Democratic","55"
"152398","2008","Auditor","Primary","","Mount Tabor","","Thomas M. Salmon","Democratic","11"
"152399","2008","Auditor","Primary","","New Haven","","Thomas M. Salmon","Democratic","41"
"152400","2008","Auditor","Primary","","Newark","","Thomas M. Salmon","Democratic","16"
"152401","2008","Auditor","Primary","","Newbury","Center Town House","Thomas M. Salmon","Democratic","46"
"152402","2008","Auditor","Primary","","Newbury","Town Office","Thomas M. Salmon","Democratic","16"
"152403","2008","Auditor","Primary","","Newbury","West River Village","Thomas M. Salmon","Democratic","25"
"152404","2008","Auditor","Primary","","Newfane","","Thomas M. Salmon","Democratic","59"
"152405","2008","Auditor","Primary","","Newport City","","Thomas M. Salmon","Democratic","59"
"152406","2008","Auditor","Primary","","Newport Town","","Thomas M. Salmon","Democratic","27"
"152407","2008","Auditor","Primary","","N. Hero","","Thomas M. Salmon","Democratic","22"
"152408","2008","Auditor","Primary","","Northfield","","Thomas M. Salmon","Democratic","131"
"152409","2008","Auditor","Primary","","Norton","","Thomas M. Salmon","Democratic","4"
"152410","2008","Auditor","Primary","","Norwich","","Thomas M. Salmon","Democratic","217"
"152411","2008","Auditor","Primary","","Orange","","Thomas M. Salmon","Democratic","6"
"152412","2008","Auditor","Primary","","Orwell","","Thomas M. Salmon","Democratic","29"
"152413","2008","Auditor","Primary","","Panton","","Thomas M. Salmon","Democratic","12"
"152414","2008","Auditor","Primary","","Pawlet","","Thomas M. Salmon","Democratic","45"
"152415","2008","Auditor","Primary","","Peacham","","Thomas M. Salmon","Democratic","64"
"152416","2008","Auditor","Primary","","Peru","","Thomas M. Salmon","Democratic","22"
"152417","2008","Auditor","Primary","","Pittsfield","","Thomas M. Salmon","Democratic","16"
"152418","2008","Auditor","Primary","","Pittsford","","Thomas M. Salmon","Democratic","59"
"152419","2008","Auditor","Primary","","Plainfield","","Thomas M. Salmon","Democratic","53"
"152420","2008","Auditor","Primary","","Plymouth","","Thomas M. Salmon","Democratic","14"
"152421","2008","Auditor","Primary","","Pomfret","","Thomas M. Salmon","Democratic","39"
"152422","2008","Auditor","Primary","","Poultney","","Thomas M. Salmon","Democratic","40"
"152423","2008","Auditor","Primary","","Pownal","","Thomas M. Salmon","Democratic","73"
"152424","2008","Auditor","Primary","","Proctor","","Thomas M. Salmon","Democratic","51"
"152425","2008","Auditor","Primary","","Putney","","Thomas M. Salmon","Democratic","396"
"152426","2008","Auditor","Primary","","Randolph","","Thomas M. Salmon","Democratic","151"
"152427","2008","Auditor","Primary","","Reading","","Thomas M. Salmon","Democratic","32"
"152428","2008","Auditor","Primary","","Readsboro","","Thomas M. Salmon","Democratic","21"
"152429","2008","Auditor","Primary","","Richford","","Thomas M. Salmon","Democratic","45"
"152430","2008","Auditor","Primary","","Richmond","","Thomas M. Salmon","Democratic","258"
"152431","2008","Auditor","Primary","","Ripton","","Thomas M. Salmon","Democratic","37"
"152432","2008","Auditor","Primary","","Rochester","","Thomas M. Salmon","Democratic","64"
"152433","2008","Auditor","Primary","","Rockingham","","Thomas M. Salmon","Democratic","207"
"152434","2008","Auditor","Primary","","Roxbury","","Thomas M. Salmon","Democratic","27"
"152435","2008","Auditor","Primary","","Royalton","","Thomas M. Salmon","Democratic","54"
"152436","2008","Auditor","Primary","","Rupert","","Thomas M. Salmon","Democratic","37"
"152437","2008","Auditor","Primary","","Rutland City","Rutland 5-1","Thomas M. Salmon","Democratic","130"
"152438","2008","Auditor","Primary","","Rutland City","Rutland 5-2","Thomas M. Salmon","Democratic","110"
"152439","2008","Auditor","Primary","","Rutland City","Rutland 5-3","Thomas M. Salmon","Democratic","58"
"152440","2008","Auditor","Primary","","Rutland City","Rutland 5-4","Thomas M. Salmon","Democratic","63"
"152441","2008","Auditor","Primary","","Rutland Town","","Thomas M. Salmon","Democratic","338"
"152442","2008","Auditor","Primary","","Ryegate","","Thomas M. Salmon","Democratic","34"
"152443","2008","Auditor","Primary","","Salisbury","","Thomas M. Salmon","Democratic","25"
"152444","2008","Auditor","Primary","","Sandgate","","Thomas M. Salmon","Democratic","22"
"152445","2008","Auditor","Primary","","Searsburg","","Thomas M. Salmon","Democratic","5"
"152446","2008","Auditor","Primary","","Shaftsbury","","Thomas M. Salmon","Democratic","25"
"152447","2008","Auditor","Primary","","Sharon","","Thomas M. Salmon","Democratic","31"
"152448","2008","Auditor","Primary","","Sheffield","","Thomas M. Salmon","Democratic","11"
"152449","2008","Auditor","Primary","","Shelburne","Chittenden 5-1","Thomas M. Salmon","Democratic","201"
"152450","2008","Auditor","Primary","","Shelburne","Chittenden 5-2","Thomas M. Salmon","Democratic","95"
"152451","2008","Auditor","Primary","","Sheldon","","Thomas M. Salmon","Democratic","40"
"152452","2008","Auditor","Primary","","Shoreham","","Thomas M. Salmon","Democratic","39"
"152453","2008","Auditor","Primary","","Shrewsbury","","Thomas M. Salmon","Democratic","133"
"152454","2008","Auditor","Primary","","S. Burlington","Chittenden 3-10","Thomas M. Salmon","Democratic","127"
"152455","2008","Auditor","Primary","","S. Burlington","Chittenden 3-7","Thomas M. Salmon","Democratic","166"
"152456","2008","Auditor","Primary","","S. Burlington","Chittenden 3-8","Thomas M. Salmon","Democratic","187"
"152457","2008","Auditor","Primary","","S. Burlington","Chittenden 3-9","Thomas M. Salmon","Democratic","132"
"152458","2008","Auditor","Primary","","S. Hero","","Thomas M. Salmon","Democratic","50"
"152459","2008","Auditor","Primary","","Springfield","Windsor 1-1","Thomas M. Salmon","Democratic","2"
"152460","2008","Auditor","Primary","","Springfield","Windsor 1-2","Thomas M. Salmon","Democratic","811"
"152461","2008","Auditor","Primary","","St. Albans City","","Thomas M. Salmon","Democratic","13"
"152462","2008","Auditor","Primary","","St. Albans Town","","Thomas M. Salmon","Democratic","71"
"152463","2008","Auditor","Primary","","St. George","","Thomas M. Salmon","Democratic","73"
"152464","2008","Auditor","Primary","","St. Johnsbury","","Thomas M. Salmon","Democratic","129"
"152465","2008","Auditor","Primary","","Stamford","","Thomas M. Salmon","Democratic","29"
"152466","2008","Auditor","Primary","","Stannard","","Thomas M. Salmon","Democratic","12"
"152467","2008","Auditor","Primary","","Starksboro","","Thomas M. Salmon","Democratic","53"
"152468","2008","Auditor","Primary","","Stockbridge","","Thomas M. Salmon","Democratic","31"
"152469","2008","Auditor","Primary","","Stowe","","Thomas M. Salmon","Democratic","39"
"152470","2008","Auditor","Primary","","Strafford","","Thomas M. Salmon","Democratic","49"
"152471","2008","Auditor","Primary","","Stratton","","Thomas M. Salmon","Democratic","4"
"152472","2008","Auditor","Primary","","Sudbury","","Thomas M. Salmon","Democratic","19"
"152473","2008","Auditor","Primary","","Sunderland","","Thomas M. Salmon","Democratic","18"
"152474","2008","Auditor","Primary","","Sutton","","Thomas M. Salmon","Democratic","9"
"152475","2008","Auditor","Primary","","Swanton","","Thomas M. Salmon","Democratic","19"
"152476","2008","Auditor","Primary","","Thetford","","Thomas M. Salmon","Democratic","79"
"152477","2008","Auditor","Primary","","Tinmouth","","Thomas M. Salmon","Democratic","61"
"152478","2008","Auditor","Primary","","Topsham","","Thomas M. Salmon","Democratic","19"
"152479","2008","Auditor","Primary","","Townshend","","Thomas M. Salmon","Democratic","54"
"152480","2008","Auditor","Primary","","Troy","","Thomas M. Salmon","Democratic","23"
"152481","2008","Auditor","Primary","","Tunbridge","","Thomas M. Salmon","Democratic","39"
"152482","2008","Auditor","Primary","","Underhill","","Thomas M. Salmon","Democratic","133"
"152483","2008","Auditor","Primary","","Vergennes","","Thomas M. Salmon","Democratic","39"
"152484","2008","Auditor","Primary","","Vernon","","Thomas M. Salmon","Democratic","48"
"152485","2008","Auditor","Primary","","Vershire","","Thomas M. Salmon","Democratic","29"
"152486","2008","Auditor","Primary","","Victory","","Thomas M. Salmon","Democratic","4"
"152487","2008","Auditor","Primary","","Waitsfield","","Thomas M. Salmon","Democratic","70"
"152488","2008","Auditor","Primary","","Walden","","Thomas M. Salmon","Democratic","24"
"152489","2008","Auditor","Primary","","Wallingford","","Thomas M. Salmon","Democratic","120"
"152490","2008","Auditor","Primary","","Waltham","","Thomas M. Salmon","Democratic","6"
"152491","2008","Auditor","Primary","","Wardsboro","","Thomas M. Salmon","Democratic","20"
"152492","2008","Auditor","Primary","","Warren","","Thomas M. Salmon","Democratic","45"
"152493","2008","Auditor","Primary","","Washington","","Thomas M. Salmon","Democratic","17"
"152494","2008","Auditor","Primary","","Waterbury","","Thomas M. Salmon","Democratic","291"
"152495","2008","Auditor","Primary","","Waterford","","Thomas M. Salmon","Democratic","8"
"152496","2008","Auditor","Primary","","Waterville","","Thomas M. Salmon","Democratic","3"
"152497","2008","Auditor","Primary","","Weathersfield","","Thomas M. Salmon","Democratic","77"
"152498","2008","Auditor","Primary","","Wells","","Thomas M. Salmon","Democratic","16"
"152499","2008","Auditor","Primary","","W. Fairlee","","Thomas M. Salmon","Democratic","24"
"152500","2008","Auditor","Primary","","W. Haven","","Thomas M. Salmon","Democratic","5"
"152501","2008","Auditor","Primary","","W. Rutland","","Thomas M. Salmon","Democratic","66"
"152502","2008","Auditor","Primary","","W. Windsor","","Thomas M. Salmon","Democratic","35"
"152503","2008","Auditor","Primary","","Westfield","","Thomas M. Salmon","Democratic","12"
"152504","2008","Auditor","Primary","","Westford","","Thomas M. Salmon","Democratic","44"
"152505","2008","Auditor","Primary","","Westminster","Windham 4","Thomas M. Salmon","Democratic","15"
"152506","2008","Auditor","Primary","","Westminster","Windham 5","Thomas M. Salmon","Democratic","374"
"152507","2008","Auditor","Primary","","Westmore","","Thomas M. Salmon","Democratic","14"
"152508","2008","Auditor","Primary","","Weston","","Thomas M. Salmon","Democratic","29"
"152509","2008","Auditor","Primary","","Weybridge","","Thomas M. Salmon","Democratic","30"
"152510","2008","Auditor","Primary","","Wheelock","","Thomas M. Salmon","Democratic","16"
"152511","2008","Auditor","Primary","","Whiting","","Thomas M. Salmon","Democratic","16"
"152512","2008","Auditor","Primary","","Whitingham","","Thomas M. Salmon","Democratic","35"
"152513","2008","Auditor","Primary","","Williamstown","","Thomas M. Salmon","Democratic","23"
"152514","2008","Auditor","Primary","","Williston","","Thomas M. Salmon","Democratic","171"
"152515","2008","Auditor","Primary","","Wilmington","","Thomas M. Salmon","Democratic","40"
"152516","2008","Auditor","Primary","","Windham","","Thomas M. Salmon","Democratic","26"
"152517","2008","Auditor","Primary","","Windsor","","Thomas M. Salmon","Democratic","83"
"152518","2008","Auditor","Primary","","Winhall","","Thomas M. Salmon","Democratic","12"
"152519","2008","Auditor","Primary","","Winooski","","Thomas M. Salmon","Democratic","101"
"152520","2008","Auditor","Primary","","Wolcott","","Thomas M. Salmon","Democratic","48"
"152521","2008","Auditor","Primary","","Woodbury","","Thomas M. Salmon","Democratic","46"
"152522","2008","Auditor","Primary","","Woodford","","Thomas M. Salmon","Democratic","12"
"152523","2008","Auditor","Primary","","Woodstock","","Thomas M. Salmon","Democratic","41"
"152524","2008","Auditor","Primary","","Worcester","","Thomas M. Salmon","Democratic","50"
"152525","2008","Auditor","Primary","","Addison","","Jerry Levy","Liberty Union","1"
"152526","2008","Auditor","Primary","","Alburgh","","Jerry Levy","Liberty Union","2"
"152527","2008","Auditor","Primary","","Arlington","","Jerry Levy","Liberty Union","1"
"152528","2008","Auditor","Primary","","Bakersfield","","Jerry Levy","Liberty Union","1"
"152529","2008","Auditor","Primary","","Barre City","Washington 3-1","Jerry Levy","Liberty Union","0"
"152530","2008","Auditor","Primary","","Barre City","Washington 3-2","Jerry Levy","Liberty Union","2"
"152531","2008","Auditor","Primary","","Barre City","Washington 3-3","Jerry Levy","Liberty Union","0"
"152532","2008","Auditor","Primary","","Barre Town","","Jerry Levy","Liberty Union","1"
"152533","2008","Auditor","Primary","","Bennington","Bennington 2-1","Jerry Levy","Liberty Union","1"
"152534","2008","Auditor","Primary","","Bennington","Bennington 2-2","Jerry Levy","Liberty Union","1"
"152535","2008","Auditor","Primary","","Bennington","Bennington 5","Jerry Levy","Liberty Union","0"
"152536","2008","Auditor","Primary","","Berlin","","Jerry Levy","Liberty Union","1"
"152537","2008","Auditor","Primary","","Bolton","","Jerry Levy","Liberty Union","1"
"152538","2008","Auditor","Primary","","Bradford","","Jerry Levy","Liberty Union","2"
"152539","2008","Auditor","Primary","","Brandon","","Jerry Levy","Liberty Union","2"
"152540","2008","Auditor","Primary","","Brattleboro","Windham 3-1","Jerry Levy","Liberty Union","2"
"152541","2008","Auditor","Primary","","Brattleboro","Windham 3-2","Jerry Levy","Liberty Union","1"
"152542","2008","Auditor","Primary","","Brattleboro","Windham 3-3","Jerry Levy","Liberty Union","3"
"152543","2008","Auditor","Primary","","Bridgewater","","Jerry Levy","Liberty Union","1"
"152544","2008","Auditor","Primary","","Bridport","","Jerry Levy","Liberty Union","0"
"152545","2008","Auditor","Primary","","Burke","","Jerry Levy","Liberty Union","2"
"152546","2008","Auditor","Primary","","Burlington","Chittenden 3-1","Jerry Levy","Liberty Union","2"
"152547","2008","Auditor","Primary","","Burlington","Chittenden 3-2","Jerry Levy","Liberty Union","1"
"152548","2008","Auditor","Primary","","Burlington","Chittenden 3-3","Jerry Levy","Liberty Union","3"
"152549","2008","Auditor","Primary","","Burlington","Chittenden 3-4","Jerry Levy","Liberty Union","0"
"152550","2008","Auditor","Primary","","Burlington","Chittenden 3-5","Jerry Levy","Liberty Union","1"
"152551","2008","Auditor","Primary","","Burlington","Chittenden 3-6","Jerry Levy","Liberty Union","1"
"152552","2008","Auditor","Primary","","Charlotte","","Jerry Levy","Liberty Union","1"
"152553","2008","Auditor","Primary","","Chester","","Jerry Levy","Liberty Union","1"
"152554","2008","Auditor","Primary","","Chittenden","","Jerry Levy","Liberty Union","1"
"152555","2008","Auditor","Primary","","Concord","","Jerry Levy","Liberty Union","1"
"152556","2008","Auditor","Primary","","Corinth","","Jerry Levy","Liberty Union","1"
"152557","2008","Auditor","Primary","","Coventry","","Jerry Levy","Liberty Union","1"
"152558","2008","Auditor","Primary","","Derby","","Jerry Levy","Liberty Union","2"
"152559","2008","Auditor","Primary","","Dummerston","","Jerry Levy","Liberty Union","1"
"152560","2008","Auditor","Primary","","Duxbury","","Jerry Levy","Liberty Union","1"
"152561","2008","Auditor","Primary","","Essex","Chittenden 6-1","Jerry Levy","Liberty Union","2"
"152562","2008","Auditor","Primary","","Essex","Chittenden 6-2","Jerry Levy","Liberty Union","0"
"152563","2008","Auditor","Primary","","Essex","Chittenden 6-3","Jerry Levy","Liberty Union","0"
"152564","2008","Auditor","Primary","","Fairfax","","Jerry Levy","Liberty Union","1"
"152565","2008","Auditor","Primary","","Fairfield","","Jerry Levy","Liberty Union","1"
"152566","2008","Auditor","Primary","","Grafton","","Jerry Levy","Liberty Union","1"
"152567","2008","Auditor","Primary","","Groton","","Jerry Levy","Liberty Union","1"
