City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,
Bridport,,,-,39,82,0,121
"New Haven",,,-,103,151,1,255
Weybridge,,,-,77,112,0,189
TOTALS,,,-,219,345,1,565
