City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,
Bridgewater,,,-,13,103,0,116
Chittenden,,,-,6,130,1,137
Killington,,,-,4,93,0,97
Mendon,,,-,6,89,0,95
TOTALS,,,-,29,415,1,445
