City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,
Duxbury,,,-,18,286,0,304
Fayston,,,-,11,243,0,254
Moretown,,,-,12,368,0,380
Waitsfield,,,-,35,345,0,380
Warren,,,-,26,216,2,244
TOTALS,,,-,102,"1,458",2,"1,562"
