City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,
Dummerston,,,-,0,8,0,8
Putney,,,-,3,7,0,10
Westminster,,,-,3,1,2,6
TOTALS,,,-,6,16,2,24
