City/Town,Ward,Pct,"Timothy R. Corcoran","Rachael Fields","Mike Silver","Jackie Kelly",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,,,,,
Bennington,,,498,359,225,213,6,229,0,"1,530"
TOTALS,,,498,359,225,213,6,229,0,"1,530"
