City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,
"St. Albans City",,,-,17,0,19,36
"St. Albans Town",,,-,2,0,0,2
TOTALS,,,-,19,0,19,38
