City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,
Benson,,,-,1,79,1,81
Orwell,,,-,9,152,0,161
Shoreham,,,-,1,82,0,83
Whiting,,,-,1,28,0,29
TOTALS,,,-,12,341,1,354
