City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,
Bradford,,,-,33,117,0,150
Fairlee,,,-,3,64,0,67
"W. Fairlee",,,-,3,30,0,33
TOTALS,,,-,39,211,0,250
