City/Town,Ward,Pct,"Gabrielle Lucke","Kevin B. Christie","Ashley Andreas","Jeff Arnold",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,,,,,
Hartford,,,507,476,436,258,6,341,2,"2,026"
TOTALS,,,507,476,436,258,6,341,2,"2,026"
