City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,
Barnet,,,-,9,170,0,179
Ryegate,,,-,4,99,1,104
Waterford,,,-,0,62,1,63
TOTALS,,,-,13,331,2,346
