City/Town,Ward,Pct,"Maureen P. Dakin",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,,
Colchester,,,691,23,906,6,"1,626"
TOTALS,,,691,23,906,6,"1,626"
