City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,
Braintree,,,-,2,2,0,4
Brookfield,,,-,0,4,0,4
Randolph,,,-,4,4,0,8
TOTALS,,,-,6,10,0,16
