City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,
Burlington,,,-,1,5,0,6
Winooski,,,-,7,431,0,438
TOTALS,,,-,8,436,0,444
