City/Town,Ward,Pct,"Selene Colburn","Brian Cina","Judy P. Rosenstreich",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,,,,
Burlington,,,575,378,264,4,0,0,"1,221"
TOTALS,,,575,378,264,4,0,0,"1,221"
