City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,
Athens,,,-,3,35,0,38
Brookline,,,-,2,50,0,52
Grafton,,,-,4,80,0,84
Rockingham,,,-,20,247,1,268
Westminster,,,-,0,14,0,14
Windham,,,-,1,29,0,30
TOTALS,,,-,30,455,1,486
