City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,
Ira,,,-,4,39,0,43
Poultney,,,-,12,176,0,188
TOTALS,,,-,16,215,0,231
