City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,
Bloomfield,,,-,0,23,2,25
Brighton,,,-,1,56,0,57
Canaan,,,-,3,33,0,36
"E. Haven",,,-,2,26,0,28
Lemington,,,-,0,3,0,3
Newark,,,-,13,55,0,68
Norton,,,-,3,9,0,12
Westmore,,,-,3,33,0,36
TOTALS,,,-,25,238,2,265
