City/Town,Ward,Pct,"Scott Beck","Janssen Willhoit",Write-Ins,Blanks,Spoiled,"Total Votes Cast"
,,,,
"St. Johnsbury",,,417,372,17,208,0,"1,014"
TOTALS,,,417,372,17,208,0,"1,014"
